Transaction_ID,Category
TXN01319,Payroll
TXN01320,Inventory
TXN01321,Inventory
TXN01322,Marketing
TXN01323,Payroll
TXN01324,Inventory
TXN01325,Inventory
TXN01326,Inventory
TXN01327,Operations
TXN01328,Payroll
TXN01329,Sales
TXN01330,Payroll
TXN01331,Inventory
TXN01332,Payroll
TXN01333,Marketing
TXN01334,Inventory
TXN01335,Payroll
TXN01336,Payroll
TXN01337,Operations
TXN01338,Inventory
TXN01339,Inventory
TXN01340,Marketing
TXN01341,Inventory
TXN01342,Payroll
TXN01343,Operations
TXN01344,Payroll
TXN01345,Operations
TXN01346,Marketing
TXN01347,Operations
TXN01348,Sales
TXN01349,Operations
TXN01350,Inventory
TXN01351,Marketing
TXN01352,Operations
TXN01353,Marketing
TXN01354,Inventory
TXN01355,Sales
TXN01356,Payroll
TXN01357,Marketing
TXN01358,Payroll
TXN01359,Sales
TXN01360,Payroll
TXN01361,Inventory
TXN01362,Sales
TXN01363,Marketing
TXN01364,Sales
TXN01365,Payroll
TXN01366,Payroll
TXN01367,Operations
TXN01368,Marketing
TXN01369,Payroll
TXN01370,Sales
TXN01371,Payroll
TXN01372,Sales
TXN01373,Inventory
TXN01374,Payroll
TXN01375,Sales
TXN01376,Operations
TXN01377,Sales
TXN01378,Marketing
TXN01379,Operations
TXN01380,Marketing
TXN01381,Marketing
TXN01382,Operations
TXN01383,Operations
TXN01384,Marketing
TXN01385,Marketing
TXN01386,Payroll
TXN01387,Operations
TXN01388,Operations
TXN01389,Marketing
TXN01390,Sales
TXN01391,Payroll
TXN01392,Sales
TXN01393,Marketing
TXN01394,Marketing
TXN01395,Marketing
TXN01396,Sales
TXN01397,Payroll
TXN01398,Operations
TXN01399,Sales
TXN01400,Sales
TXN01401,Marketing
TXN01402,Marketing
TXN01403,Payroll
TXN01404,Marketing
TXN01405,Inventory
TXN01406,Operations
TXN01407,Operations
TXN01408,Operations
TXN01409,Operations
TXN01410,Marketing
TXN01411,Operations
TXN01412,Marketing
TXN01413,Inventory
TXN01414,Sales
TXN01415,Sales
TXN01416,Operations
TXN01417,Inventory
TXN01418,Sales
TXN01419,Payroll
TXN01420,Operations
TXN01421,Payroll
TXN01422,Marketing
TXN01423,Inventory
TXN01424,Inventory
TXN01425,Sales
TXN01426,Payroll
TXN01427,Operations
TXN01428,Operations
TXN01429,Inventory
TXN01430,Sales
TXN01431,Sales
TXN01432,Payroll
TXN01433,Sales
TXN01434,Payroll
TXN01435,Sales
TXN01436,Payroll
TXN01437,Operations
TXN01438,Payroll
TXN01439,Inventory
TXN01440,Payroll
TXN01441,Inventory
TXN01442,Marketing
TXN01443,Marketing
TXN01444,Inventory
TXN01445,Inventory
TXN01446,Operations
TXN01447,Marketing
TXN01448,Inventory
TXN01449,Marketing
TXN01450,Payroll
TXN01451,Payroll
TXN01452,Payroll
TXN01453,Sales
TXN01454,Marketing
TXN01455,Operations
TXN01456,Marketing
TXN01457,Marketing
TXN01458,Inventory
TXN01459,Inventory
TXN01460,Operations
TXN01461,Marketing
TXN01462,Marketing
TXN01463,Marketing
TXN01464,Inventory
TXN01465,Operations
TXN01466,Marketing
TXN01467,Operations
TXN01468,Marketing
TXN01469,Inventory
TXN01470,Payroll
TXN01471,Marketing
TXN01472,Sales
TXN01473,Marketing
TXN01474,Inventory
TXN01475,Marketing
TXN01476,Payroll
TXN01477,Inventory
TXN01478,Inventory
TXN01479,Payroll
TXN01480,Payroll
TXN01481,Marketing
TXN01482,Sales
TXN01483,Inventory
TXN01484,Inventory
TXN01485,Sales
TXN01486,Marketing
TXN01487,Sales
TXN01488,Payroll
TXN01489,Operations
TXN01490,Marketing
TXN01491,Inventory
TXN01492,Operations
TXN01493,Marketing
TXN01494,Operations
TXN01495,Sales
TXN01496,Marketing
TXN01497,Marketing
TXN01498,Payroll
TXN01499,Payroll
TXN01500,Operations
TXN01501,Inventory
TXN01502,Sales
TXN01503,Operations
TXN01504,Marketing
TXN01505,Sales
TXN01506,Inventory
TXN01507,Sales
TXN01508,Payroll
TXN01509,Inventory
TXN01510,Operations
TXN01511,Marketing
TXN01512,Payroll
TXN01513,Sales
TXN01514,Inventory
TXN01515,Inventory
TXN01516,Payroll
TXN01517,Sales
TXN01518,Operations
TXN01519,Sales
TXN01520,Marketing
TXN01521,Marketing
TXN01522,Sales
TXN01523,Marketing
TXN01524,Inventory
TXN01525,Sales
TXN01526,Payroll
TXN01527,Inventory
TXN01528,Operations
TXN01529,Inventory
TXN01530,Operations
TXN01531,Operations
TXN01532,Operations
TXN01533,Operations
TXN01534,Inventory
TXN01535,Operations
TXN01536,Marketing
TXN01537,Inventory
TXN01538,Inventory
TXN01539,Marketing
TXN01540,Marketing
TXN01541,Sales
TXN01542,Inventory
TXN01543,Inventory
TXN01544,Inventory
TXN01545,Inventory
TXN01546,Sales
TXN01547,Inventory
TXN01548,Inventory
TXN01549,Payroll
TXN01550,Inventory
TXN01551,Operations
TXN01552,Payroll
TXN01553,Marketing
TXN01554,Operations
TXN01555,Operations
TXN01556,Operations
TXN01557,Sales
TXN01558,Operations
TXN01559,Sales
TXN01560,Inventory
TXN01561,Inventory
TXN01562,Operations
TXN01563,Marketing
TXN01564,Inventory
TXN01565,Sales
TXN01566,Operations
TXN01567,Inventory
TXN01568,Marketing
TXN01569,Inventory
TXN01570,Payroll
TXN01571,Operations
TXN01572,Operations
TXN01573,Sales
TXN01574,Sales
TXN01575,Sales
TXN01576,Payroll
TXN01577,Operations
TXN01578,Inventory
TXN01579,Operations
TXN01580,Marketing
TXN01581,Sales
TXN01582,Operations
TXN01583,Marketing
TXN01584,Sales
TXN01585,Operations
TXN01586,Operations
TXN01587,Operations
TXN01588,Operations
TXN01589,Inventory
TXN01590,Payroll
TXN01591,Sales
TXN01592,Sales
TXN01593,Payroll
TXN01594,Payroll
TXN01595,Operations
TXN01596,Marketing
TXN01597,Sales
TXN01598,Payroll
TXN01599,Sales
TXN01600,Payroll
TXN01601,Marketing
TXN01602,Payroll
TXN01603,Marketing
TXN01604,Inventory
TXN01605,Inventory
TXN01606,Operations
TXN01607,Inventory
TXN01608,Sales
TXN01609,Inventory
TXN01610,Marketing
TXN01611,Inventory
TXN01612,Inventory
TXN01613,Marketing
TXN01614,Operations
TXN01615,Sales
TXN01616,Sales
TXN01617,Payroll
TXN01618,Sales
TXN01619,Payroll
TXN01620,Payroll
TXN01621,Inventory
TXN01622,Inventory
TXN01623,Operations
TXN01624,Marketing
TXN01625,Inventory
TXN01626,Marketing
TXN01627,Payroll
TXN01628,Sales
TXN01629,Operations
TXN01630,Sales
TXN01631,Operations
TXN01632,Payroll
TXN01633,Payroll
TXN01634,Sales
TXN01635,Inventory
TXN01636,Payroll
TXN01637,Sales
TXN01638,Payroll
TXN01639,Sales
TXN01640,Marketing
TXN01641,Inventory
TXN01642,Marketing
TXN01643,Inventory
TXN01644,Operations
TXN01645,Operations
TXN01646,Marketing
TXN01647,Sales
TXN01648,Inventory
TXN01649,Operations
TXN01650,Inventory
TXN01651,Marketing
TXN01652,Payroll
TXN01653,Operations
TXN01654,Marketing
TXN01655,Payroll
TXN01656,Operations
TXN01657,Operations
TXN01658,Sales
TXN01659,Payroll
TXN01660,Inventory
TXN01661,Inventory
TXN01662,Operations
TXN01663,Inventory
TXN01664,Sales
TXN01665,Inventory
TXN01666,Inventory
TXN01667,Marketing
TXN01668,Marketing
TXN01669,Sales
TXN01670,Payroll
TXN01671,Payroll
TXN01672,Sales
TXN01673,Operations
TXN01674,Operations
TXN01675,Inventory
TXN01676,Payroll
TXN01677,Sales
TXN01678,Inventory
TXN01679,Sales
TXN01680,Sales
TXN01681,Marketing
TXN01682,Sales
TXN01683,Sales
TXN01684,Payroll
TXN01685,Sales
TXN01686,Sales
TXN01687,Inventory
TXN01688,Marketing
TXN01689,Inventory
TXN01690,Sales
TXN01691,Inventory
TXN01692,Marketing
TXN01693,Sales
TXN01694,Payroll
TXN01695,Payroll
TXN01696,Inventory
TXN01697,Sales
TXN01698,Marketing
TXN01699,Operations
TXN01700,Marketing
TXN01701,Operations
TXN01702,Marketing
TXN01703,Operations
TXN01704,Payroll
TXN01705,Payroll
TXN01706,Operations
TXN01707,Inventory
TXN01708,Sales
TXN01709,Operations
TXN01710,Inventory
TXN01711,Marketing
TXN01712,Operations
TXN01713,Payroll
TXN01714,Sales
TXN01715,Payroll
TXN01716,Marketing
TXN01717,Marketing
TXN01718,Inventory
TXN01719,Payroll
TXN01720,Marketing
TXN01721,Inventory
TXN01722,Sales
TXN01723,Payroll
TXN01724,Inventory
TXN01725,Sales
TXN01726,Inventory
TXN01727,Payroll
TXN01728,Sales
TXN01729,Sales
TXN01730,Operations
TXN01731,Inventory
TXN01732,Payroll
TXN01733,Sales
TXN01734,Sales
TXN01735,Operations
TXN01736,Operations
TXN01737,Inventory
TXN01738,Marketing
TXN01739,Marketing
TXN01740,Inventory
TXN01741,Sales
TXN01742,Marketing
TXN01743,Inventory
TXN01744,Sales
TXN01745,Sales
TXN01746,Sales
TXN01747,Sales
TXN01748,Operations
TXN01749,Sales
TXN01750,Operations
TXN01751,Sales
TXN01752,Payroll
TXN01753,Sales
TXN01754,Payroll
TXN01755,Sales
TXN01756,Inventory
TXN01757,Marketing
TXN01758,Operations
TXN01759,Payroll
TXN01760,Sales
TXN01761,Sales
TXN01762,Payroll
TXN01763,Sales
TXN01764,Payroll
TXN01765,Sales
TXN01766,Sales
TXN01767,Inventory
TXN01768,Marketing
TXN01769,Marketing
TXN01770,Marketing
TXN01771,Payroll
TXN01772,Payroll
TXN01773,Marketing
TXN01774,Marketing
TXN01775,Inventory
TXN01776,Payroll
TXN01777,Marketing
TXN01778,Marketing
TXN01779,Sales
TXN01780,Marketing
TXN01781,Operations
TXN01782,Operations
TXN01783,Inventory
TXN01784,Inventory
TXN01785,Sales
TXN01786,Payroll
TXN01787,Sales
TXN01788,Inventory
TXN01789,Inventory
TXN01790,Sales
TXN01791,Payroll
TXN01792,Payroll
TXN01793,Sales
TXN01794,Sales
TXN01795,Operations
TXN01796,Operations
TXN01797,Inventory
TXN01798,Marketing
TXN01799,Sales
TXN01800,Sales
TXN01801,Payroll
TXN01802,Sales
TXN01803,Inventory
TXN01804,Sales
TXN01805,Payroll
TXN01806,Sales
TXN01807,Operations
TXN01808,Inventory
TXN01809,Marketing
TXN01810,Payroll
TXN01811,Operations
TXN01812,Payroll
TXN01813,Payroll
TXN01814,Marketing
TXN01815,Sales
TXN01816,Sales
TXN01817,Sales
TXN01818,Inventory
TXN01819,Payroll
TXN01820,Inventory
TXN01821,Payroll
TXN01822,Marketing
TXN01823,Marketing
TXN01824,Inventory
TXN01825,Operations
TXN01826,Marketing
TXN01827,Payroll
TXN01828,Marketing
TXN01829,Marketing
TXN01830,Inventory
TXN01831,Inventory
TXN01832,Marketing
TXN01833,Payroll
TXN01834,Operations
TXN01835,Operations
TXN01836,Sales
TXN01837,Inventory
TXN01838,Payroll
TXN01839,Marketing
TXN01840,Inventory
TXN01841,Operations
TXN01842,Sales
TXN01843,Operations
TXN01844,Marketing
TXN01845,Sales
TXN01846,Marketing
TXN01847,Sales
TXN01848,Inventory
TXN01849,Operations
TXN01850,Payroll
TXN01851,Sales
TXN01852,Sales
TXN01853,Inventory
TXN01854,Operations
TXN01855,Payroll
TXN01856,Operations
TXN01857,Inventory
TXN01858,Marketing
TXN01859,Marketing
TXN01860,Operations
TXN01861,Inventory
TXN01862,Inventory
TXN01863,Operations
TXN01864,Sales
TXN01865,Sales
TXN01866,Marketing
TXN01867,Sales
TXN01868,Sales
TXN01869,Marketing
TXN01870,Operations
TXN01871,Payroll
TXN01872,Sales
TXN01873,Payroll
TXN01874,Sales
TXN01875,Payroll
TXN01876,Payroll
TXN01877,Payroll
TXN01878,Payroll
TXN01879,Operations
TXN01880,Marketing
TXN01881,Operations
TXN01882,Payroll
TXN01883,Sales
TXN01884,Inventory
TXN01885,Operations
TXN01886,Marketing
TXN01887,Operations
TXN01888,Payroll
TXN01889,Payroll
TXN01890,Marketing
TXN01891,Payroll
TXN01892,Marketing
TXN01893,Inventory
TXN01894,Payroll
TXN01895,Sales
TXN01896,Operations
TXN01897,Sales
TXN01898,Inventory
TXN01899,Payroll
TXN01900,Operations
TXN01901,Operations
TXN01902,Operations
TXN01903,Inventory
TXN01904,Inventory
TXN01905,Sales
TXN01906,Operations
TXN01907,Inventory
TXN01908,Payroll
TXN01909,Marketing
TXN01910,Payroll
TXN01911,Sales
TXN01912,Sales
TXN01913,Sales
TXN01914,Marketing
TXN01915,Marketing
TXN01916,Inventory
TXN01917,Sales
TXN01918,Sales
TXN01919,Operations
TXN01920,Marketing
TXN01921,Sales
TXN01922,Sales
TXN01923,Payroll
TXN01924,Inventory
TXN01925,Inventory
TXN01926,Sales
TXN01927,Sales
TXN01928,Payroll
TXN01929,Marketing
TXN01930,Sales
TXN01931,Marketing
TXN01932,Inventory
TXN01933,Inventory
TXN01934,Operations
TXN01935,Marketing
TXN01936,Sales
TXN01937,Sales
TXN01938,Payroll
TXN01939,Operations
TXN01940,Sales
TXN01941,Sales
TXN01942,Inventory
TXN01943,Inventory
TXN01944,Inventory
TXN01945,Marketing
TXN01946,Payroll
TXN01947,Inventory
TXN01948,Operations
TXN01949,Operations
TXN01950,Marketing
TXN01951,Operations
TXN01952,Operations
TXN01953,Operations
TXN01954,Inventory
TXN01955,Payroll
TXN01956,Inventory
TXN01957,Marketing
TXN01958,Payroll
TXN01959,Sales
TXN01960,Payroll
TXN01961,Inventory
TXN01962,Operations
TXN01963,Marketing
TXN01964,Operations
TXN01965,Inventory
TXN01966,Payroll
TXN01967,Operations
TXN01968,Inventory
TXN01969,Sales
TXN01970,Marketing
TXN01971,Marketing
TXN01972,Inventory
TXN01973,Operations
TXN01974,Sales
TXN01975,Marketing
TXN01976,Marketing
TXN01977,Sales
TXN01978,Sales
TXN01979,Operations
TXN01980,Inventory
TXN01981,Marketing
TXN01982,Sales
TXN01983,Inventory
TXN01984,Sales
TXN01985,Marketing
TXN01986,Marketing
TXN01987,Marketing
TXN01988,Inventory
TXN01989,Sales
TXN01990,Sales
TXN01991,Inventory
TXN01992,Operations
TXN01993,Sales
TXN01994,Payroll
TXN01995,Marketing
TXN01996,Payroll
TXN01997,Marketing
TXN01998,Inventory
TXN01999,Operations
TXN02000,Payroll
TXN02001,Sales
TXN02002,Operations
TXN02003,Sales
TXN02004,Payroll
TXN02005,Inventory
TXN02006,Operations
TXN02007,Sales
TXN02008,Sales
TXN02009,Operations
TXN02010,Inventory
TXN02011,Payroll
TXN02012,Payroll
TXN02013,Inventory
TXN02014,Marketing
TXN02015,Sales
TXN02016,Payroll
TXN02017,Sales
TXN02018,Operations
TXN02019,Inventory
TXN02020,Inventory
TXN02021,Operations
TXN02022,Marketing
TXN02023,Sales
TXN02024,Marketing
TXN02025,Sales
TXN02026,Marketing
TXN02027,Sales
TXN02028,Marketing
TXN02029,Sales
TXN02030,Operations
TXN02031,Inventory
TXN02032,Sales
TXN02033,Payroll
TXN02034,Marketing
TXN02035,Marketing
TXN02036,Payroll
TXN02037,Inventory
TXN02038,Inventory
TXN02039,Operations
TXN02040,Operations
TXN02041,Payroll
TXN02042,Operations
TXN02043,Inventory
TXN02044,Payroll
TXN02045,Sales
TXN02046,Sales
TXN02047,Payroll
TXN02048,Sales
TXN02049,Operations
TXN02050,Payroll
TXN02051,Payroll
TXN02052,Inventory
TXN02053,Operations
TXN02054,Operations
TXN02055,Sales
TXN02056,Sales
TXN02057,Payroll
TXN02058,Payroll
TXN02059,Sales
TXN02060,Sales
TXN02061,Payroll
TXN02062,Sales
TXN02063,Payroll
TXN02064,Inventory
TXN02065,Inventory
TXN02066,Operations
TXN02067,Payroll
TXN02068,Inventory
TXN02069,Operations
TXN02070,Sales
TXN02071,Marketing
TXN02072,Operations
TXN02073,Marketing
TXN02074,Operations
TXN02075,Marketing
TXN02076,Marketing
TXN02077,Inventory
TXN02078,Payroll
TXN02079,Payroll
TXN02080,Operations
TXN02081,Payroll
TXN02082,Operations
TXN02083,Inventory
TXN02084,Inventory
TXN02085,Operations
TXN02086,Operations
TXN02087,Payroll
TXN02088,Marketing
TXN02089,Inventory
TXN02090,Inventory
TXN02091,Sales
TXN02092,Payroll
TXN02093,Payroll
TXN02094,Marketing
TXN02095,Sales
TXN02096,Operations
TXN02097,Operations
TXN02098,Marketing
TXN02099,Marketing
TXN02100,Operations
TXN02101,Marketing
TXN02102,Sales
TXN02103,Inventory
TXN02104,Operations
TXN02105,Inventory
TXN02106,Marketing
TXN02107,Marketing
TXN02108,Inventory
TXN02109,Marketing
TXN02110,Inventory
TXN02111,Payroll
TXN02112,Operations
TXN02113,Marketing
TXN02114,Sales
TXN02115,Sales
TXN02116,Inventory
TXN02117,Sales
TXN02118,Payroll
TXN02119,Operations
TXN02120,Sales
TXN02121,Marketing
TXN02122,Sales
TXN02123,Sales
TXN02124,Payroll
TXN02125,Sales
TXN02126,Sales
TXN02127,Payroll
TXN02128,Inventory
TXN02129,Payroll
TXN02130,Payroll
TXN02131,Inventory
TXN02132,Sales
TXN02133,Operations
TXN02134,Inventory
TXN02135,Operations
TXN02136,Sales
TXN02137,Payroll
TXN02138,Inventory
TXN02139,Marketing
TXN02140,Operations
TXN02141,Operations
TXN02142,Payroll
TXN02143,Payroll
TXN02144,Marketing
TXN02145,Operations
TXN02146,Marketing
TXN02147,Sales
TXN02148,Marketing
TXN02149,Operations
TXN02150,Operations
TXN02151,Operations
TXN02152,Operations
TXN02153,Inventory
TXN02154,Operations
TXN02155,Operations
TXN02156,Payroll
TXN02157,Sales
TXN02158,Operations
TXN02159,Sales
TXN02160,Payroll
TXN02161,Operations
TXN02162,Payroll
TXN02163,Payroll
TXN02164,Sales
TXN02165,Marketing
TXN02166,Marketing
TXN02167,Marketing
TXN02168,Payroll
TXN02169,Sales
TXN02170,Payroll
TXN02171,Payroll
TXN02172,Payroll
TXN02173,Inventory
TXN02174,Sales
TXN02175,Sales
TXN02176,Operations
TXN02177,Inventory
TXN02178,Sales
TXN02179,Operations
TXN02180,Marketing
TXN02181,Sales
TXN02182,Payroll
TXN02183,Payroll
TXN02184,Inventory
TXN02185,Payroll
TXN02186,Inventory
TXN02187,Sales
TXN02188,Inventory
TXN02189,Sales
TXN02190,Operations
TXN02191,Sales
TXN02192,Operations
TXN02193,Payroll
TXN02194,Inventory
TXN02195,Operations
TXN02196,Sales
TXN02197,Marketing
TXN02198,Operations
TXN02199,Sales
TXN02200,Operations
TXN02201,Operations
TXN02202,Payroll
TXN02203,Payroll
TXN02204,Marketing
TXN02205,Marketing
TXN02206,Operations
TXN02207,Marketing
TXN02208,Sales
TXN02209,Marketing
TXN02210,Marketing
TXN02211,Sales
TXN02212,Sales
TXN02213,Sales
TXN02214,Operations
TXN02215,Sales
TXN02216,Operations
TXN02217,Operations
TXN02218,Marketing
TXN02219,Sales
TXN02220,Sales
TXN02221,Marketing
TXN02222,Marketing
TXN02223,Payroll
TXN02224,Operations
TXN02225,Inventory
TXN02226,Payroll
TXN02227,Operations
TXN02228,Marketing
TXN02229,Sales
TXN02230,Marketing
TXN02231,Marketing
TXN02232,Payroll
TXN02233,Sales
TXN02234,Marketing
TXN02235,Operations
TXN02236,Inventory
TXN02237,Payroll
TXN02238,Payroll
TXN02239,Payroll
TXN02240,Sales
TXN02241,Sales
TXN02242,Operations
TXN02243,Sales
TXN02244,Sales
TXN02245,Sales
TXN02246,Operations
TXN02247,Sales
TXN02248,Payroll
TXN02249,Operations
TXN02250,Operations
TXN02251,Sales
TXN02252,Inventory
TXN02253,Sales
TXN02254,Marketing
TXN02255,Operations
TXN02256,Payroll
TXN02257,Operations
TXN02258,Marketing
TXN02259,Inventory
TXN02260,Payroll
TXN02261,Marketing
TXN02262,Marketing
TXN02263,Marketing
TXN02264,Marketing
TXN02265,Payroll
TXN02266,Payroll
TXN02267,Marketing
TXN02268,Inventory
TXN02269,Operations
TXN02270,Sales
TXN02271,Payroll
TXN02272,Operations
TXN02273,Operations
TXN02274,Payroll
TXN02275,Inventory
TXN02276,Sales
TXN02277,Payroll
TXN02278,Operations
TXN02279,Sales
TXN02280,Marketing
TXN02281,Operations
TXN02282,Marketing
TXN02283,Marketing
TXN02284,Payroll
TXN02285,Marketing
TXN02286,Operations
TXN02287,Payroll
TXN02288,Inventory
TXN02289,Operations
TXN02290,Marketing
TXN02291,Operations
TXN02292,Operations
TXN02293,Sales
TXN02294,Operations
TXN02295,Inventory
TXN02296,Inventory
TXN02297,Marketing
TXN02298,Sales
TXN02299,Payroll
TXN02300,Sales
TXN02301,Marketing
TXN02302,Marketing
TXN02303,Inventory
TXN02304,Marketing
TXN02305,Operations
TXN02306,Marketing
TXN02307,Sales
TXN02308,Operations
TXN02309,Inventory
TXN02310,Operations
TXN02311,Payroll
TXN02312,Sales
TXN02313,Inventory
TXN02314,Marketing
TXN02315,Sales
TXN02316,Inventory
TXN02317,Operations
TXN02318,Operations
TXN02319,Operations
TXN02320,Operations
TXN02321,Sales
TXN02322,Inventory
TXN02323,Inventory
TXN02324,Sales
TXN02325,Operations
TXN02326,Inventory
TXN02327,Marketing
TXN02328,Payroll
TXN02329,Marketing
TXN02330,Inventory
TXN02331,Sales
TXN02332,Operations
TXN02333,Operations
TXN02334,Payroll
TXN02335,Marketing
TXN02336,Inventory
TXN02337,Marketing
TXN02338,Sales
TXN02339,Operations
TXN02340,Marketing
TXN02341,Marketing
TXN02342,Operations
TXN02343,Inventory
TXN02344,Payroll
TXN02345,Marketing
TXN02346,Operations
TXN02347,Operations
TXN02348,Marketing
TXN02349,Marketing
TXN02350,Payroll
TXN02351,Operations
TXN02352,Payroll
TXN02353,Operations
TXN02354,Operations
TXN02355,Marketing
TXN02356,Inventory
TXN02357,Marketing
TXN02358,Inventory
TXN02359,Operations
TXN02360,Inventory
TXN02361,Operations
TXN02362,Operations
TXN02363,Inventory
TXN02364,Marketing
TXN02365,Inventory
TXN02366,Payroll
TXN02367,Operations
TXN02368,Sales
TXN02369,Operations
TXN02370,Operations
TXN02371,Inventory
TXN02372,Payroll
TXN02373,Marketing
TXN02374,Marketing
TXN02375,Sales
TXN02376,Inventory
TXN02377,Marketing
TXN02378,Operations
TXN02379,Inventory
TXN02380,Sales
TXN02381,Marketing
TXN02382,Operations
TXN02383,Operations
TXN02384,Operations
TXN02385,Payroll
TXN02386,Marketing
TXN02387,Inventory
TXN02388,Operations
TXN02389,Operations
TXN02390,Payroll
TXN02391,Inventory
TXN02392,Inventory
TXN02393,Inventory
TXN02394,Payroll
TXN02395,Operations
TXN02396,Sales
TXN02397,Operations
TXN02398,Marketing
TXN02399,Payroll
TXN02400,Inventory
TXN02401,Sales
TXN02402,Payroll
TXN02403,Payroll
TXN02404,Sales
TXN02405,Marketing
TXN02406,Sales
TXN02407,Marketing
TXN02408,Payroll
TXN02409,Marketing
TXN02410,Marketing
TXN02411,Inventory
TXN02412,Operations
TXN02413,Operations
TXN02414,Payroll
TXN02415,Payroll
TXN02416,Operations
TXN02417,Sales
TXN02418,Inventory
TXN02419,Operations
TXN02420,Inventory
TXN02421,Inventory
TXN02422,Operations
TXN02423,Payroll
TXN02424,Sales
TXN02425,Payroll
TXN02426,Operations
TXN02427,Operations
TXN02428,Operations
TXN02429,Operations
TXN02430,Sales
TXN02431,Payroll
TXN02432,Inventory
TXN02433,Marketing
TXN02434,Inventory
TXN02435,Operations
TXN02436,Operations
TXN02437,Sales
TXN02438,Operations
TXN02439,Operations
TXN02440,Marketing
TXN02441,Inventory
TXN02442,Payroll
TXN02443,Operations
TXN02444,Inventory
TXN02445,Marketing
TXN02446,Sales
TXN02447,Payroll
TXN02448,Sales
TXN02449,Marketing
TXN02450,Inventory
TXN02451,Payroll
TXN02452,Payroll
TXN02453,Payroll
TXN02454,Sales
TXN02455,Payroll
TXN02456,Inventory
TXN02457,Marketing
TXN02458,Marketing
TXN02459,Payroll
TXN02460,Operations
TXN02461,Operations
TXN02462,Inventory
TXN02463,Sales
TXN02464,Payroll
TXN02465,Inventory
TXN02466,Marketing
TXN02467,Inventory
TXN02468,Payroll
TXN02469,Operations
TXN02470,Inventory
TXN02471,Operations
TXN02472,Sales
TXN02473,Marketing
TXN02474,Operations
TXN02475,Inventory
TXN02476,Marketing
TXN02477,Marketing
TXN02478,Operations
TXN02479,Payroll
TXN02480,Operations
TXN02481,Marketing
TXN02482,Payroll
TXN02483,Payroll
TXN02484,Operations
TXN02485,Marketing
TXN02486,Sales
TXN02487,Marketing
TXN02488,Payroll
TXN02489,Payroll
TXN02490,Payroll
TXN02491,Sales
TXN02492,Marketing
TXN02493,Inventory
TXN02494,Payroll
TXN02495,Payroll
TXN02496,Sales
TXN02497,Inventory
TXN02498,Inventory
TXN02499,Inventory
TXN02500,Inventory
TXN02501,Sales
TXN02502,Operations
TXN02503,Operations
TXN02504,Payroll
TXN02505,Marketing
TXN02506,Marketing
TXN02507,Inventory
TXN02508,Inventory
TXN02509,Marketing
TXN02510,Operations
TXN02511,Marketing
TXN02512,Inventory
TXN02513,Sales
TXN02514,Inventory
TXN02515,Payroll
TXN02516,Marketing
TXN02517,Sales
TXN02518,Sales
TXN02519,Payroll
TXN02520,Inventory
TXN02521,Inventory
TXN02522,Operations
TXN02523,Operations
TXN02524,Marketing
TXN02525,Marketing
TXN02526,Sales
TXN02527,Inventory
TXN02528,Marketing
TXN02529,Sales
TXN02530,Sales
TXN02531,Sales
TXN02532,Payroll
TXN02533,Operations
TXN02534,Payroll
TXN02535,Inventory
TXN02536,Sales
TXN02537,Sales
TXN02538,Inventory
TXN02539,Marketing
TXN02540,Payroll
TXN02541,Inventory
TXN02542,Marketing
TXN02543,Inventory
TXN02544,Marketing
TXN02545,Marketing
TXN02546,Inventory
TXN02547,Operations
TXN02548,Inventory
TXN02549,Inventory
TXN02550,Inventory
TXN02551,Operations
TXN02552,Sales
TXN02553,Operations
TXN02554,Marketing
TXN02555,Inventory
TXN02556,Sales
TXN02557,Payroll
TXN02558,Sales
TXN02559,Operations
TXN02560,Sales
TXN02561,Inventory
TXN02562,Payroll
TXN02563,Marketing
TXN02564,Payroll
TXN02565,Sales
TXN02566,Inventory
TXN02567,Inventory
TXN02568,Inventory
TXN02569,Sales
TXN02570,Payroll
TXN02571,Sales
TXN02572,Operations
TXN02573,Payroll
TXN02574,Payroll
TXN02575,Sales
TXN02576,Marketing
TXN02577,Sales
TXN02578,Sales
TXN02579,Payroll
TXN02580,Payroll
TXN02581,Marketing
TXN02582,Sales
TXN02583,Sales
TXN02584,Marketing
TXN02585,Marketing
TXN02586,Sales
TXN02587,Marketing
TXN02588,Inventory
TXN02589,Operations
TXN02590,Operations
TXN02591,Sales
TXN02592,Operations
TXN02593,Inventory
TXN02594,Operations
TXN02595,Inventory
TXN02596,Inventory
TXN02597,Operations
TXN02598,Inventory
TXN02599,Sales
TXN02600,Sales
TXN02601,Operations
TXN02602,Inventory
TXN02603,Sales
TXN02604,Inventory
TXN02605,Sales
TXN02606,Inventory
TXN02607,Payroll
TXN02608,Marketing
TXN02609,Payroll
TXN02610,Operations
TXN02611,Inventory
TXN02612,Marketing
TXN02613,Inventory
TXN02614,Operations
TXN02615,Payroll
TXN02616,Marketing
TXN02617,Payroll
TXN02618,Payroll
TXN02619,Inventory
TXN02620,Payroll
TXN02621,Operations
TXN02622,Payroll
TXN02623,Inventory
TXN02624,Inventory
TXN02625,Operations
TXN02626,Payroll
TXN02627,Inventory
TXN02628,Marketing
TXN02629,Marketing
TXN02630,Inventory
TXN02631,Inventory
TXN02632,Marketing
TXN02633,Sales
TXN02634,Inventory
TXN02635,Sales
TXN02636,Inventory
TXN02637,Sales
TXN02638,Inventory
TXN02639,Marketing
