Transaction_ID,Risk_Type
TXN01662,None
TXN01663,Error
TXN01664,None
TXN01665,Error
TXN01666,Misstatement
TXN01667,None
TXN01668,Fraud
TXN01669,None
TXN01670,None
TXN01671,None
TXN01672,Fraud
TXN01673,Error
TXN01674,None
TXN01675,None
TXN01676,None
TXN01677,None
TXN01678,None
TXN01679,None
TXN01680,None
TXN01681,None
TXN01682,Fraud
TXN01683,None
TXN01684,None
TXN01685,None
TXN01686,Fraud
TXN01687,Fraud
TXN01688,None
TXN01689,None
TXN01690,None
TXN01691,None
TXN01692,None
TXN01693,None
TXN01694,None
TXN01695,None
TXN01696,None
TXN01697,None
TXN01698,None
TXN01699,Error
TXN01700,None
TXN01701,Error
TXN01702,None
TXN01703,None
TXN01704,None
TXN01705,None
TXN01706,None
TXN01707,None
TXN01708,None
TXN01709,None
TXN01710,None
TXN01711,None
TXN01712,None
TXN01713,None
TXN01714,None
TXN01715,None
TXN01716,Misstatement
TXN01717,None
TXN01718,None
TXN01719,Error
TXN01720,None
TXN01721,None
TXN01722,None
TXN01723,None
TXN01724,None
TXN01725,None
TXN01726,None
TXN01727,None
TXN01728,Misstatement
TXN01729,None
TXN01730,None
TXN01731,None
TXN01732,None
TXN01733,None
TXN01734,None
TXN01735,None
TXN01736,Error
TXN01737,None
TXN01738,None
TXN01739,None
TXN01740,None
TXN01741,None
TXN01742,None
TXN01743,None
TXN01744,None
TXN01745,None
TXN01746,None
TXN01747,None
TXN01748,None
TXN01749,None
TXN01750,None
TXN01751,None
TXN01752,None
TXN01753,None
TXN01754,None
TXN01755,Fraud
TXN01756,None
TXN01757,Error
TXN01758,None
TXN01759,None
TXN01760,None
TXN01761,None
TXN01762,None
TXN01763,None
TXN01764,None
TXN01765,None
TXN01766,None
TXN01767,None
TXN01768,None
TXN01769,None
TXN01770,None
TXN01771,None
TXN01772,None
TXN01773,Misstatement
TXN01774,Fraud
TXN01775,None
TXN01776,None
TXN01777,None
TXN01778,None
TXN01779,None
TXN01780,None
TXN01781,None
TXN01782,Fraud
TXN01783,None
TXN01784,None
TXN01785,None
TXN01786,Misstatement
TXN01787,None
TXN01788,None
TXN01789,None
TXN01790,None
TXN01791,None
TXN01792,None
TXN01793,None
TXN01794,None
TXN01795,None
TXN01796,None
TXN01797,None
TXN01798,None
TXN01799,None
TXN01800,None
TXN01801,Misstatement
TXN01802,None
TXN01803,None
TXN01804,None
TXN01805,None
TXN01806,None
TXN01807,None
TXN01808,None
TXN01809,None
TXN01810,None
TXN01811,None
TXN01812,None
TXN01813,None
TXN01814,None
TXN01815,None
TXN01816,Error
TXN01817,None
TXN01818,None
TXN01819,None
TXN01820,None
TXN01821,None
TXN01822,None
TXN01823,None
TXN01824,None
TXN01825,None
TXN01826,None
TXN01827,None
TXN01828,Fraud
TXN01829,None
TXN01830,None
TXN01831,Error
TXN01832,None
TXN01833,None
TXN01834,None
TXN01835,None
TXN01836,None
TXN01837,None
TXN01838,None
TXN01839,Error
TXN01840,None
TXN01841,None
TXN01842,None
TXN01843,None
TXN01844,None
TXN01845,Fraud
TXN01846,None
TXN01847,None
TXN01848,None
TXN01849,Error
TXN01850,None
TXN01851,None
TXN01852,None
TXN01853,Error
TXN01854,None
TXN01855,Fraud
TXN01856,None
TXN01857,None
TXN01858,None
TXN01859,None
TXN01860,None
TXN01861,None
TXN01862,None
TXN01863,None
TXN01864,None
TXN01865,Misstatement
TXN01866,Misstatement
TXN01867,None
TXN01868,None
TXN01869,None
TXN01870,None
TXN01871,None
TXN01872,None
TXN01873,None
TXN01874,None
TXN01875,None
TXN01876,None
TXN01877,None
TXN01878,None
TXN01879,None
TXN01880,None
TXN01881,None
TXN01882,Fraud
TXN01883,None
TXN01884,None
TXN01885,None
TXN01886,None
TXN01887,None
TXN01888,None
TXN01889,None
TXN01890,Fraud
TXN01891,None
TXN01892,None
TXN01893,None
TXN01894,None
TXN01895,None
TXN01896,None
TXN01897,None
TXN01898,None
TXN01899,None
TXN01900,None
TXN01901,None
TXN01902,None
TXN01903,None
TXN01904,None
TXN01905,None
TXN01906,None
TXN01907,Error
TXN01908,None
TXN01909,None
TXN01910,None
TXN01911,None
TXN01912,Fraud
TXN01913,Misstatement
TXN01914,None
TXN01915,None
TXN01916,None
TXN01917,Error
TXN01918,None
TXN01919,None
TXN01920,None
TXN01921,None
TXN01922,None
TXN01923,None
TXN01924,None
TXN01925,None
TXN01926,None
TXN01927,None
TXN01928,None
TXN01929,None
TXN01930,None
TXN01931,None
TXN01932,None
TXN01933,None
TXN01934,None
TXN01935,None
TXN01936,None
TXN01937,None
TXN01938,None
TXN01939,None
TXN01940,None
TXN01941,None
TXN01942,None
TXN01943,None
TXN01944,None
TXN01945,None
TXN01946,None
TXN01947,None
TXN01948,None
TXN01949,None
TXN01950,None
TXN01951,None
TXN01952,None
TXN01953,None
TXN01954,None
TXN01955,Error
TXN01956,Fraud
TXN01957,None
TXN01958,None
TXN01959,None
TXN01960,None
TXN01961,None
TXN01962,None
TXN01963,None
TXN01964,None
TXN01965,None
TXN01966,None
TXN01967,None
TXN01968,None
TXN01969,None
TXN01970,None
TXN01971,None
TXN01972,None
TXN01973,None
TXN01974,None
TXN01975,None
TXN01976,Fraud
TXN01977,None
TXN01978,None
TXN01979,Fraud
TXN01980,None
TXN01981,None
TXN01982,None
TXN01983,None
TXN01984,None
TXN01985,None
TXN01986,None
TXN01987,None
TXN01988,None
TXN01989,None
TXN01990,None
TXN01991,None
TXN01992,None
TXN01993,None
TXN01994,None
TXN01995,None
TXN01996,None
TXN01997,Error
TXN01998,None
TXN01999,None
TXN02000,None
TXN02001,None
TXN02002,None
TXN02003,Misstatement
TXN02004,None
TXN02005,None
TXN02006,None
TXN02007,None
TXN02008,None
TXN02009,None
TXN02010,None
TXN02011,None
TXN02012,None
TXN02013,Misstatement
TXN02014,None
TXN02015,None
TXN02016,None
TXN02017,None
TXN02018,Misstatement
TXN02019,None
TXN02020,None
TXN02021,Fraud
TXN02022,None
TXN02023,Misstatement
TXN02024,None
TXN02025,None
TXN02026,None
TXN02027,None
TXN02028,Misstatement
TXN02029,None
TXN02030,None
TXN02031,None
TXN02032,None
TXN02033,None
TXN02034,Fraud
TXN02035,None
TXN02036,None
TXN02037,None
TXN02038,None
TXN02039,None
TXN02040,None
TXN02041,Fraud
TXN02042,None
TXN02043,None
TXN02044,None
TXN02045,Misstatement
TXN02046,None
TXN02047,None
TXN02048,None
TXN02049,None
TXN02050,None
TXN02051,None
TXN02052,None
TXN02053,None
TXN02054,Misstatement
TXN02055,None
TXN02056,None
TXN02057,None
TXN02058,None
TXN02059,None
TXN02060,None
TXN02061,None
TXN02062,None
TXN02063,None
TXN02064,None
TXN02065,None
TXN02066,None
TXN02067,None
TXN02068,None
TXN02069,None
TXN02070,None
TXN02071,None
TXN02072,None
TXN02073,None
TXN02074,Misstatement
TXN02075,Error
TXN02076,Fraud
TXN02077,None
TXN02078,None
TXN02079,Error
TXN02080,None
TXN02081,None
TXN02082,None
TXN02083,None
TXN02084,Misstatement
TXN02085,None
TXN02086,None
TXN02087,None
TXN02088,None
TXN02089,None
TXN02090,None
TXN02091,None
TXN02092,Misstatement
TXN02093,None
TXN02094,None
TXN02095,None
TXN02096,None
TXN02097,None
TXN02098,None
TXN02099,None
TXN02100,None
TXN02101,Error
TXN02102,None
TXN02103,None
TXN02104,None
TXN02105,None
TXN02106,None
TXN02107,Error
TXN02108,Misstatement
TXN02109,None
TXN02110,Fraud
TXN02111,None
TXN02112,None
TXN02113,None
TXN02114,Error
TXN02115,None
TXN02116,None
TXN02117,None
TXN02118,None
TXN02119,None
TXN02120,Error
TXN02121,None
TXN02122,None
TXN02123,Misstatement
TXN02124,None
TXN02125,Error
TXN02126,None
TXN02127,None
TXN02128,None
TXN02129,Error
TXN02130,None
TXN02131,None
TXN02132,None
TXN02133,None
TXN02134,None
TXN02135,None
TXN02136,Fraud
TXN02137,None
TXN02138,None
TXN02139,None
TXN02140,Error
TXN02141,None
TXN02142,None
TXN02143,None
TXN02144,None
TXN02145,None
TXN02146,None
TXN02147,None
TXN02148,None
TXN02149,None
TXN02150,None
TXN02151,None
TXN02152,None
TXN02153,None
TXN02154,None
TXN02155,None
TXN02156,None
TXN02157,None
TXN02158,None
TXN02159,None
TXN02160,None
TXN02161,None
TXN02162,None
TXN02163,None
TXN02164,None
TXN02165,None
TXN02166,Misstatement
TXN02167,None
TXN02168,None
TXN02169,None
TXN02170,None
TXN02171,None
TXN02172,None
TXN02173,None
TXN02174,Fraud
TXN02175,None
TXN02176,None
TXN02177,None
TXN02178,None
TXN02179,None
TXN02180,None
TXN02181,None
TXN02182,None
TXN02183,None
TXN02184,None
TXN02185,None
TXN02186,Error
TXN02187,Misstatement
TXN02188,None
TXN02189,None
TXN02190,None
TXN02191,None
TXN02192,Fraud
TXN02193,None
TXN02194,None
TXN02195,None
TXN02196,None
TXN02197,None
TXN02198,Misstatement
TXN02199,None
TXN02200,None
TXN02201,Misstatement
TXN02202,None
TXN02203,None
TXN02204,None
TXN02205,None
TXN02206,Fraud
TXN02207,None
TXN02208,Fraud
TXN02209,None
TXN02210,Misstatement
TXN02211,None
TXN02212,None
TXN02213,None
TXN02214,Fraud
TXN02215,None
TXN02216,None
TXN02217,None
TXN02218,None
TXN02219,Fraud
TXN02220,None
TXN02221,None
TXN02222,None
TXN02223,None
TXN02224,None
TXN02225,None
TXN02226,None
TXN02227,None
TXN02228,None
TXN02229,None
TXN02230,None
TXN02231,None
TXN02232,None
TXN02233,Misstatement
TXN02234,Error
TXN02235,None
TXN02236,None
TXN02237,Misstatement
TXN02238,None
TXN02239,None
TXN02240,None
TXN02241,None
TXN02242,None
TXN02243,None
TXN02244,Error
TXN02245,Misstatement
TXN02246,None
TXN02247,None
TXN02248,None
TXN02249,None
TXN02250,None
TXN02251,None
TXN02252,Fraud
TXN02253,None
TXN02254,None
TXN02255,Error
TXN02256,None
TXN02257,None
TXN02258,None
TXN02259,None
TXN02260,None
TXN02261,None
TXN02262,None
TXN02263,Misstatement
TXN02264,None
TXN02265,None
TXN02266,None
TXN02267,None
TXN02268,None
TXN02269,None
TXN02270,None
TXN02271,None
TXN02272,None
TXN02273,None
TXN02274,None
TXN02275,Misstatement
TXN02276,None
TXN02277,None
TXN02278,None
TXN02279,None
TXN02280,None
TXN02281,None
TXN02282,None
TXN02283,None
TXN02284,None
TXN02285,None
TXN02286,None
TXN02287,Fraud
TXN02288,None
TXN02289,None
TXN02290,None
TXN02291,None
TXN02292,None
TXN02293,None
TXN02294,None
TXN02295,None
TXN02296,None
TXN02297,None
TXN02298,None
TXN02299,None
TXN02300,None
TXN02301,None
TXN02302,None
TXN02303,None
TXN02304,None
TXN02305,Fraud
TXN02306,None
TXN02307,None
TXN02308,None
TXN02309,None
TXN02310,None
TXN02311,None
TXN02312,Misstatement
TXN02313,None
TXN02314,None
TXN02315,Misstatement
TXN02316,None
TXN02317,None
TXN02318,None
TXN02319,None
TXN02320,None
TXN02321,Fraud
TXN02322,None
TXN02323,None
TXN02324,None
TXN02325,None
TXN02326,Error
TXN02327,None
TXN02328,None
TXN02329,None
TXN02330,None
TXN02331,None
TXN02332,None
TXN02333,None
TXN02334,None
TXN02335,None
TXN02336,None
TXN02337,None
TXN02338,None
TXN02339,None
TXN02340,None
TXN02341,None
TXN02342,None
TXN02343,None
TXN02344,None
TXN02345,Misstatement
TXN02346,None
TXN02347,None
TXN02348,None
TXN02349,None
TXN02350,None
TXN02351,None
TXN02352,Fraud
TXN02353,None
TXN02354,Error
TXN02355,None
TXN02356,None
TXN02357,Error
TXN02358,None
TXN02359,None
TXN02360,None
TXN02361,None
TXN02362,None
TXN02363,None
TXN02364,None
TXN02365,None
TXN02366,None
TXN02367,None
TXN02368,None
TXN02369,None
TXN02370,None
TXN02371,None
TXN02372,None
TXN02373,None
TXN02374,None
TXN02375,None
TXN02376,None
TXN02377,None
TXN02378,None
TXN02379,None
TXN02380,None
TXN02381,None
TXN02382,Misstatement
TXN02383,Error
TXN02384,None
TXN02385,None
TXN02386,None
TXN02387,None
TXN02388,None
TXN02389,None
TXN02390,None
TXN02391,None
TXN02392,None
TXN02393,None
TXN02394,None
TXN02395,Fraud
TXN02396,None
TXN02397,None
TXN02398,None
TXN02399,None
TXN02400,None
TXN02401,None
TXN02402,None
TXN02403,None
TXN02404,None
TXN02405,None
TXN02406,None
TXN02407,None
TXN02408,None
TXN02409,Misstatement
TXN02410,None
TXN02411,None
TXN02412,None
TXN02413,None
TXN02414,None
TXN02415,None
TXN02416,Misstatement
TXN02417,None
TXN02418,None
TXN02419,None
TXN02420,None
TXN02421,None
TXN02422,None
TXN02423,None
TXN02424,None
TXN02425,None
TXN02426,Misstatement
TXN02427,None
TXN02428,Error
TXN02429,None
TXN02430,Misstatement
TXN02431,None
TXN02432,None
TXN02433,Error
TXN02434,None
TXN02435,Fraud
TXN02436,None
TXN02437,None
TXN02438,None
TXN02439,None
TXN02440,None
TXN02441,None
TXN02442,None
TXN02443,None
TXN02444,None
TXN02445,None
TXN02446,None
TXN02447,None
TXN02448,None
TXN02449,None
TXN02450,None
TXN02451,None
TXN02452,Error
TXN02453,None
TXN02454,None
TXN02455,None
TXN02456,None
TXN02457,None
TXN02458,None
TXN02459,None
TXN02460,None
TXN02461,Error
TXN02462,Misstatement
TXN02463,None
TXN02464,None
TXN02465,None
TXN02466,None
TXN02467,None
TXN02468,None
TXN02469,None
TXN02470,None
TXN02471,None
TXN02472,Misstatement
TXN02473,Misstatement
TXN02474,None
TXN02475,None
TXN02476,Error
TXN02477,None
TXN02478,None
TXN02479,None
TXN02480,None
TXN02481,None
TXN02482,Error
TXN02483,Fraud
TXN02484,None
TXN02485,None
TXN02486,Misstatement
TXN02487,None
TXN02488,Error
TXN02489,None
TXN02490,None
TXN02491,None
TXN02492,None
TXN02493,None
TXN02494,None
TXN02495,None
TXN02496,None
TXN02497,None
TXN02498,Misstatement
TXN02499,Fraud
TXN02500,None
TXN02501,None
TXN02502,None
TXN02503,None
TXN02504,Error
TXN02505,None
TXN02506,None
TXN02507,Error
TXN02508,None
TXN02509,None
TXN02510,Fraud
TXN02511,None
TXN02512,Misstatement
TXN02513,None
TXN02514,None
TXN02515,None
TXN02516,Error
TXN02517,None
TXN02518,None
TXN02519,None
TXN02520,None
TXN02521,None
TXN02522,None
TXN02523,None
TXN02524,None
TXN02525,None
TXN02526,None
TXN02527,None
TXN02528,Error
TXN02529,None
TXN02530,Error
TXN02531,None
TXN02532,None
TXN02533,None
TXN02534,None
TXN02535,None
TXN02536,None
TXN02537,None
TXN02538,None
TXN02539,None
TXN02540,None
TXN02541,None
TXN02542,None
TXN02543,None
TXN02544,None
TXN02545,None
TXN02546,None
TXN02547,None
TXN02548,None
TXN02549,None
TXN02550,None
TXN02551,None
TXN02552,None
TXN02553,None
TXN02554,Fraud
TXN02555,None
TXN02556,Misstatement
TXN02557,None
TXN02558,None
TXN02559,None
TXN02560,None
TXN02561,None
TXN02562,None
TXN02563,None
TXN02564,None
TXN02565,None
TXN02566,None
TXN02567,None
TXN02568,None
TXN02569,None
TXN02570,Error
TXN02571,None
TXN02572,Error
TXN02573,None
TXN02574,None
TXN02575,None
TXN02576,None
TXN02577,Fraud
TXN02578,None
TXN02579,None
TXN02580,None
TXN02581,None
TXN02582,Fraud
TXN02583,None
TXN02584,None
TXN02585,None
TXN02586,None
TXN02587,None
TXN02588,None
TXN02589,None
TXN02590,None
TXN02591,None
TXN02592,None
TXN02593,None
TXN02594,None
TXN02595,None
TXN02596,None
TXN02597,None
TXN02598,None
TXN02599,None
TXN02600,None
TXN02601,None
TXN02602,None
TXN02603,None
TXN02604,None
TXN02605,None
TXN02606,None
TXN02607,None
TXN02608,None
TXN02609,None
TXN02610,None
TXN02611,None
TXN02612,None
TXN02613,None
TXN02614,None
TXN02615,None
TXN02616,None
TXN02617,None
TXN02618,None
TXN02619,None
TXN02620,None
TXN02621,None
TXN02622,Error
TXN02623,None
TXN02624,Misstatement
TXN02625,None
TXN02626,Misstatement
TXN02627,None
TXN02628,None
TXN02629,None
TXN02630,None
TXN02631,None
TXN02632,None
TXN02633,None
TXN02634,None
TXN02635,None
TXN02636,None
TXN02637,Error
TXN02638,None
TXN02639,Error
TXN02640,None
TXN02641,None
TXN02642,None
TXN02643,None
TXN02644,None
TXN02645,None
TXN02646,None
TXN02647,Fraud
TXN02648,None
TXN02649,None
TXN02650,None
TXN02651,None
TXN02652,None
TXN02653,None
TXN02654,None
TXN02655,None
TXN02656,None
TXN02657,None
TXN02658,Misstatement
TXN02659,None
TXN02660,None
TXN02661,None
TXN02662,Misstatement
TXN02663,None
TXN02664,None
TXN02665,None
TXN02666,None
TXN02667,None
TXN02668,None
TXN02669,None
TXN02670,None
TXN02671,None
TXN02672,None
TXN02673,None
TXN02674,None
TXN02675,Fraud
TXN02676,None
TXN02677,None
TXN02678,None
TXN02679,None
TXN02680,None
TXN02681,None
TXN02682,None
TXN02683,None
TXN02684,None
TXN02685,None
TXN02686,None
TXN02687,None
TXN02688,None
TXN02689,None
TXN02690,None
TXN02691,None
TXN02692,None
TXN02693,None
TXN02694,None
TXN02695,Error
TXN02696,None
TXN02697,None
TXN02698,None
TXN02699,None
TXN02700,None
TXN02701,None
TXN02702,Fraud
TXN02703,None
TXN02704,None
TXN02705,None
TXN02706,None
TXN02707,None
TXN02708,None
TXN02709,None
TXN02710,None
TXN02711,None
TXN02712,None
TXN02713,None
TXN02714,None
TXN02715,None
TXN02716,None
TXN02717,None
TXN02718,Misstatement
TXN02719,None
TXN02720,None
TXN02721,Misstatement
TXN02722,None
TXN02723,None
TXN02724,None
TXN02725,None
TXN02726,None
TXN02727,None
TXN02728,None
TXN02729,None
TXN02730,None
TXN02731,None
TXN02732,None
TXN02733,None
TXN02734,Fraud
TXN02735,Error
TXN02736,None
TXN02737,Fraud
TXN02738,None
TXN02739,Fraud
TXN02740,None
TXN02741,None
TXN02742,None
TXN02743,None
TXN02744,None
TXN02745,None
TXN02746,None
TXN02747,None
TXN02748,None
TXN02749,None
TXN02750,None
TXN02751,None
TXN02752,None
TXN02753,None
TXN02754,None
TXN02755,Misstatement
TXN02756,None
TXN02757,None
TXN02758,Misstatement
TXN02759,None
TXN02760,None
TXN02761,None
TXN02762,None
TXN02763,None
TXN02764,None
TXN02765,None
TXN02766,Error
TXN02767,None
TXN02768,None
TXN02769,None
TXN02770,None
TXN02771,None
TXN02772,None
TXN02773,None
TXN02774,None
TXN02775,None
TXN02776,None
TXN02777,None
TXN02778,None
TXN02779,None
TXN02780,None
TXN02781,None
TXN02782,None
TXN02783,Misstatement
TXN02784,None
TXN02785,Fraud
TXN02786,None
TXN02787,Fraud
TXN02788,None
TXN02789,Misstatement
TXN02790,Error
TXN02791,None
TXN02792,Misstatement
TXN02793,None
TXN02794,None
TXN02795,None
TXN02796,None
TXN02797,None
TXN02798,None
TXN02799,Fraud
TXN02800,None
TXN02801,None
TXN02802,Misstatement
TXN02803,Fraud
TXN02804,Fraud
TXN02805,None
TXN02806,Misstatement
TXN02807,None
TXN02808,None
TXN02809,None
TXN02810,None
TXN02811,None
TXN02812,None
TXN02813,None
TXN02814,None
TXN02815,None
TXN02816,None
TXN02817,None
TXN02818,None
TXN02819,None
TXN02820,None
TXN02821,Fraud
TXN02822,None
TXN02823,None
TXN02824,None
TXN02825,None
TXN02826,None
TXN02827,None
TXN02828,None
TXN02829,None
TXN02830,None
TXN02831,None
TXN02832,None
TXN02833,None
TXN02834,None
TXN02835,None
TXN02836,Error
TXN02837,Fraud
TXN02838,None
TXN02839,None
TXN02840,None
TXN02841,None
TXN02842,None
TXN02843,Misstatement
TXN02844,Misstatement
TXN02845,None
TXN02846,None
TXN02847,None
TXN02848,None
TXN02849,None
TXN02850,None
TXN02851,None
TXN02852,None
TXN02853,None
TXN02854,Fraud
TXN02855,None
TXN02856,None
TXN02857,None
TXN02858,None
TXN02859,None
TXN02860,None
TXN02861,Misstatement
TXN02862,None
TXN02863,Error
TXN02864,None
TXN02865,None
TXN02866,None
TXN02867,None
TXN02868,None
TXN02869,None
TXN02870,None
TXN02871,Misstatement
TXN02872,Fraud
TXN02873,Misstatement
TXN02874,None
TXN02875,None
TXN02876,None
TXN02877,None
TXN02878,None
TXN02879,None
TXN02880,None
TXN02881,None
TXN02882,Fraud
TXN02883,None
TXN02884,None
TXN02885,None
TXN02886,Misstatement
TXN02887,None
TXN02888,None
TXN02889,None
TXN02890,None
TXN02891,None
TXN02892,None
TXN02893,None
TXN02894,None
TXN02895,None
TXN02896,Error
TXN02897,None
TXN02898,None
TXN02899,None
TXN02900,None
TXN02901,None
TXN02902,None
TXN02903,None
TXN02904,None
TXN02905,None
TXN02906,None
TXN02907,Fraud
TXN02908,None
TXN02909,None
TXN02910,None
TXN02911,None
TXN02912,None
TXN02913,None
TXN02914,Fraud
TXN02915,None
TXN02916,None
TXN02917,None
TXN02918,None
TXN02919,None
TXN02920,None
TXN02921,None
TXN02922,None
TXN02923,None
TXN02924,None
TXN02925,None
TXN02926,Fraud
TXN02927,None
TXN02928,Fraud
TXN02929,None
TXN02930,None
TXN02931,None
TXN02932,None
TXN02933,None
TXN02934,None
TXN02935,None
TXN02936,None
TXN02937,None
TXN02938,None
TXN02939,Error
TXN02940,None
TXN02941,None
TXN02942,None
TXN02943,None
TXN02944,None
TXN02945,None
TXN02946,None
TXN02947,None
TXN02948,None
TXN02949,None
TXN02950,Misstatement
TXN02951,None
TXN02952,None
TXN02953,None
TXN02954,None
TXN02955,Error
TXN02956,None
TXN02957,None
TXN02958,Misstatement
TXN02959,None
TXN02960,None
TXN02961,None
TXN02962,None
TXN02963,None
TXN02964,Fraud
TXN02965,Misstatement
TXN02966,None
TXN02967,None
TXN02968,None
TXN02969,Fraud
TXN02970,None
TXN02971,None
TXN02972,None
TXN02973,None
TXN02974,None
TXN02975,None
TXN02976,None
TXN02977,None
TXN02978,None
TXN02979,None
TXN02980,Error
TXN02981,None
TXN02982,None
TXN02983,None
TXN02984,None
TXN02985,None
TXN02986,Misstatement
TXN02987,None
TXN02988,None
TXN02989,None
TXN02990,Misstatement
TXN02991,None
TXN02992,None
TXN02993,None
TXN02994,None
TXN02995,None
TXN02996,Misstatement
TXN02997,None
TXN02998,None
TXN02999,None
TXN03000,Misstatement
TXN03001,None
TXN03002,None
TXN03003,None
TXN03004,None
TXN03005,None
TXN03006,None
TXN03007,Error
TXN03008,None
TXN03009,None
TXN03010,None
TXN03011,None
TXN03012,None
TXN03013,None
TXN03014,None
TXN03015,None
TXN03016,None
TXN03017,None
TXN03018,None
TXN03019,None
TXN03020,None
TXN03021,None
TXN03022,None
TXN03023,None
TXN03024,None
TXN03025,None
TXN03026,None
TXN03027,Error
TXN03028,None
TXN03029,None
TXN03030,None
TXN03031,None
TXN03032,None
TXN03033,None
TXN03034,None
TXN03035,None
TXN03036,None
TXN03037,None
TXN03038,Error
TXN03039,None
TXN03040,None
TXN03041,None
TXN03042,Error
TXN03043,None
TXN03044,None
TXN03045,None
TXN03046,None
TXN03047,None
TXN03048,None
TXN03049,None
TXN03050,None
TXN03051,None
TXN03052,None
TXN03053,None
TXN03054,None
TXN03055,None
TXN03056,Fraud
TXN03057,None
TXN03058,None
TXN03059,None
TXN03060,Fraud
TXN03061,None
TXN03062,None
TXN03063,None
TXN03064,None
TXN03065,None
TXN03066,None
TXN03067,None
TXN03068,Error
TXN03069,None
TXN03070,None
TXN03071,None
TXN03072,None
TXN03073,None
TXN03074,None
TXN03075,None
TXN03076,Misstatement
TXN03077,Misstatement
TXN03078,None
TXN03079,None
TXN03080,Error
TXN03081,None
TXN03082,Fraud
TXN03083,None
TXN03084,None
TXN03085,None
TXN03086,None
TXN03087,None
TXN03088,None
TXN03089,None
TXN03090,None
TXN03091,None
TXN03092,Misstatement
TXN03093,None
TXN03094,None
TXN03095,None
TXN03096,None
TXN03097,Error
TXN03098,None
TXN03099,None
TXN03100,None
TXN03101,None
TXN03102,None
TXN03103,Misstatement
TXN03104,None
TXN03105,None
TXN03106,None
TXN03107,None
TXN03108,None
TXN03109,None
TXN03110,None
TXN03111,None
TXN03112,None
TXN03113,None
TXN03114,None
TXN03115,None
TXN03116,Fraud
TXN03117,None
TXN03118,None
TXN03119,None
TXN03120,None
TXN03121,None
TXN03122,None
TXN03123,None
TXN03124,None
TXN03125,None
TXN03126,None
TXN03127,None
TXN03128,None
TXN03129,Fraud
TXN03130,None
TXN03131,None
TXN03132,None
TXN03133,Fraud
TXN03134,None
TXN03135,None
TXN03136,None
TXN03137,None
TXN03138,None
TXN03139,None
TXN03140,None
TXN03141,None
TXN03142,Misstatement
TXN03143,None
TXN03144,None
TXN03145,None
TXN03146,None
TXN03147,Error
TXN03148,None
TXN03149,None
TXN03150,None
TXN03151,None
TXN03152,None
TXN03153,None
TXN03154,None
TXN03155,None
TXN03156,None
TXN03157,Error
TXN03158,None
TXN03159,None
TXN03160,None
TXN03161,None
TXN03162,None
TXN03163,None
TXN03164,None
TXN03165,None
TXN03166,None
TXN03167,Misstatement
TXN03168,None
TXN03169,None
TXN03170,None
TXN03171,None
TXN03172,None
TXN03173,None
TXN03174,None
TXN03175,None
TXN03176,None
TXN03177,None
TXN03178,Misstatement
TXN03179,None
TXN03180,None
TXN03181,None
TXN03182,None
TXN03183,None
TXN03184,None
TXN03185,None
TXN03186,None
TXN03187,None
TXN03188,None
TXN03189,None
TXN03190,None
TXN03191,None
TXN03192,Misstatement
TXN03193,Misstatement
TXN03194,None
TXN03195,None
TXN03196,None
TXN03197,Error
TXN03198,Error
TXN03199,None
TXN03200,None
TXN03201,None
TXN03202,None
TXN03203,None
TXN03204,Error
TXN03205,None
TXN03206,None
TXN03207,Fraud
TXN03208,None
TXN03209,None
TXN03210,None
TXN03211,None
TXN03212,None
TXN03213,None
TXN03214,None
TXN03215,None
TXN03216,None
TXN03217,None
TXN03218,None
TXN03219,None
TXN03220,None
TXN03221,None
TXN03222,None
TXN03223,None
TXN03224,None
TXN03225,None
TXN03226,Error
TXN03227,None
TXN03228,None
TXN03229,None
TXN03230,None
TXN03231,None
TXN03232,None
TXN03233,None
TXN03234,None
TXN03235,None
TXN03236,None
TXN03237,None
TXN03238,Error
TXN03239,None
TXN03240,None
TXN03241,None
TXN03242,None
TXN03243,None
TXN03244,None
TXN03245,None
TXN03246,None
TXN03247,None
TXN03248,None
TXN03249,Fraud
TXN03250,None
TXN03251,None
TXN03252,None
TXN03253,None
TXN03254,None
TXN03255,None
TXN03256,None
TXN03257,None
TXN03258,None
TXN03259,None
TXN03260,Misstatement
TXN03261,None
TXN03262,None
TXN03263,None
TXN03264,None
TXN03265,None
TXN03266,None
TXN03267,None
TXN03268,None
TXN03269,None
TXN03270,None
TXN03271,None
TXN03272,None
TXN03273,None
TXN03274,None
TXN03275,None
TXN03276,None
TXN03277,None
TXN03278,None
TXN03279,None
TXN03280,None
TXN03281,None
TXN03282,None
TXN03283,Error
TXN03284,Misstatement
TXN03285,None
TXN03286,None
TXN03287,None
TXN03288,None
TXN03289,Error
TXN03290,None
TXN03291,None
TXN03292,Error
TXN03293,None
TXN03294,None
TXN03295,Misstatement
TXN03296,None
TXN03297,None
TXN03298,None
TXN03299,None
TXN03300,None
TXN03301,None
TXN03302,Misstatement
TXN03303,None
TXN03304,None
TXN03305,None
TXN03306,None
TXN03307,None
TXN03308,None
TXN03309,None
TXN03310,None
TXN03311,None
TXN03312,None
TXN03313,None
TXN03314,None
TXN03315,None
TXN03316,None
TXN03317,None
TXN03318,None
TXN03319,None
TXN03320,None
TXN03321,None
TXN03322,None
TXN03323,None
TXN03324,None
TXN03325,None
TXN03326,None
TXN03327,None
TXN03328,None
TXN03329,None
