Transaction_ID,Amount
TXN01283,3065.41
TXN01284,2839.43
TXN01285,5625.8
TXN01286,4813.63
TXN01287,3339.01
TXN01288,7151.49
TXN01289,1965.2
TXN01290,9162.16
TXN01291,51.76
TXN01292,8617.93
TXN01293,7306.38
TXN01294,3748.84
TXN01295,4051.51
TXN01296,4164.04
TXN01297,3952.55
TXN01298,7424.52
TXN01299,3846.53
TXN01300,3085.03
TXN01301,9875.35
TXN01302,721.63
TXN01303,8851.15
TXN01304,9924.8
TXN01305,1253.53
TXN01306,9321.97
TXN01307,1632.0
TXN01308,7631.88
TXN01309,9571.4
TXN01310,7714.99
TXN01311,7518.26
TXN01312,3492.3
TXN01313,7094.19
TXN01314,6353.45
TXN01315,3688.12
TXN01316,586.47
TXN01317,3859.48
TXN01318,4246.16
TXN01319,2475.45
TXN01320,4782.48
TXN01321,9215.47
TXN01322,3620.53
TXN01323,7068.52
TXN01324,292.28
TXN01325,6660.1
TXN01326,1487.36
TXN01327,6058.3
TXN01328,9443.21
TXN01329,1482.2
TXN01330,2481.67
TXN01331,5787.63
TXN01332,6629.42
TXN01333,1622.66
TXN01334,1176.14
TXN01335,932.14
TXN01336,7118.98
TXN01337,3849.63
TXN01338,7063.64
TXN01339,9741.71
TXN01340,812.68
TXN01341,9100.39
TXN01342,8761.3
TXN01343,1666.58
TXN01344,4274.45
TXN01345,6921.45
TXN01346,5011.46
TXN01347,5336.68
TXN01348,8867.64
TXN01349,5864.94
TXN01350,7342.0
TXN01351,7527.1
TXN01352,9243.96
TXN01353,8695.49
TXN01354,1101.65
TXN01355,5730.39
TXN01356,7977.36
TXN01357,8144.14
TXN01358,2697.52
TXN01359,2103.16
TXN01360,7485.42
TXN01361,6993.1
TXN01362,74.14
TXN01363,1692.3
TXN01364,4922.32
TXN01365,977.74
TXN01366,7739.7
TXN01367,4184.22
TXN01368,4174.25
TXN01369,2890.52
TXN01370,4315.19
TXN01371,1772.25
TXN01372,1872.14
TXN01373,1351.98
TXN01374,4869.85
TXN01375,5031.11
TXN01376,1111.28
TXN01377,5675.25
TXN01378,2133.61
TXN01379,2017.4
TXN01380,7501.66
TXN01381,8093.69
TXN01382,1926.93
TXN01383,9829.64
TXN01384,8717.44
TXN01385,4412.9
TXN01386,9130.58
TXN01387,1100.86
TXN01388,6367.97
TXN01389,807.3
TXN01390,866.21
TXN01391,1255.57
TXN01392,651.98
TXN01393,306.37
TXN01394,2355.45
TXN01395,4857.09
TXN01396,7607.73
TXN01397,104.97
TXN01398,2668.15
TXN01399,9552.59
TXN01400,6656.57
TXN01401,7894.18
TXN01402,428.17
TXN01403,2118.57
TXN01404,7919.95
TXN01405,3762.9
TXN01406,5205.54
TXN01407,9620.96
TXN01408,2665.7
TXN01409,4864.4
TXN01410,7571.55
TXN01411,6047.67
TXN01412,3372.14
TXN01413,6821.78
TXN01414,3437.34
TXN01415,3159.09
TXN01416,2403.57
TXN01417,3618.49
TXN01418,3990.73
TXN01419,6111.98
TXN01420,9753.3
TXN01421,8732.04
TXN01422,8064.64
TXN01423,40.82
TXN01424,8706.71
TXN01425,4024.07
TXN01426,8355.86
TXN01427,9251.12
TXN01428,266.55
TXN01429,1237.72
TXN01430,5310.99
TXN01431,9511.11
TXN01432,7516.88
TXN01433,2492.89
TXN01434,4524.66
TXN01435,6864.99
TXN01436,8699.83
TXN01437,5153.99
TXN01438,6605.68
TXN01439,41.26
TXN01440,6384.35
TXN01441,9419.96
TXN01442,3228.61
TXN01443,6341.44
TXN01444,8735.61
TXN01445,9696.28
TXN01446,7360.77
TXN01447,6782.51
TXN01448,2343.25
TXN01449,4850.52
TXN01450,7394.65
TXN01451,7941.66
TXN01452,3489.86
TXN01453,9391.46
TXN01454,9415.36
TXN01455,4766.46
TXN01456,6586.81
TXN01457,6998.0
TXN01458,1013.55
TXN01459,3854.74
TXN01460,6075.67
TXN01461,7122.3
TXN01462,8699.89
TXN01463,8763.58
TXN01464,7850.77
TXN01465,7169.49
TXN01466,327.14
TXN01467,4984.27
TXN01468,880.03
TXN01469,8325.22
TXN01470,9963.08
TXN01471,9872.32
TXN01472,4673.36
TXN01473,8965.12
TXN01474,9550.96
TXN01475,4826.86
TXN01476,5411.27
TXN01477,2441.13
TXN01478,1712.63
TXN01479,9442.66
TXN01480,7002.09
TXN01481,1063.64
TXN01482,9933.68
TXN01483,301.93
TXN01484,9290.74
TXN01485,3271.74
TXN01486,3841.06
TXN01487,2810.77
TXN01488,7194.56
TXN01489,6662.67
TXN01490,9515.52
TXN01491,6709.31
TXN01492,6658.11
TXN01493,9228.13
TXN01494,6339.15
TXN01495,4924.67
TXN01496,7957.45
TXN01497,3334.68
TXN01498,2245.82
TXN01499,5763.96
TXN01500,9239.24
TXN01501,656.02
TXN01502,3438.83
TXN01503,9102.57
TXN01504,7432.25
TXN01505,7253.03
TXN01506,6542.66
TXN01507,7852.97
TXN01508,9662.82
TXN01509,4375.25
TXN01510,2341.34
TXN01511,2598.35
TXN01512,2916.86
TXN01513,1122.71
TXN01514,3408.98
TXN01515,5926.08
TXN01516,1889.68
TXN01517,9420.66
TXN01518,5732.66
TXN01519,1282.9
TXN01520,3140.59
TXN01521,3808.15
TXN01522,7371.81
TXN01523,3114.88
TXN01524,5904.7
TXN01525,1906.68
TXN01526,3887.57
TXN01527,4242.75
TXN01528,7715.1
TXN01529,7977.21
TXN01530,9339.91
TXN01531,1271.81
TXN01532,6640.79
TXN01533,5911.85
TXN01534,1074.79
TXN01535,101.79
TXN01536,8525.1
TXN01537,3166.1
TXN01538,8163.32
TXN01539,2975.27
TXN01540,2196.85
TXN01541,6803.01
TXN01542,1482.78
TXN01543,2841.09
TXN01544,7473.13
TXN01545,8492.78
TXN01546,8279.24
TXN01547,353.1
TXN01548,3208.19
TXN01549,5028.76
TXN01550,6889.11
TXN01551,2741.79
TXN01552,8478.22
TXN01553,5743.98
TXN01554,6314.46
TXN01555,2164.89
TXN01556,2922.04
TXN01557,9665.29
TXN01558,597.54
TXN01559,8104.0
TXN01560,1535.5
TXN01561,7170.5
TXN01562,8482.22
TXN01563,9344.98
TXN01564,2258.47
TXN01565,7359.9
TXN01566,9232.35
TXN01567,7762.63
TXN01568,8569.22
TXN01569,7276.68
TXN01570,2998.03
TXN01571,8151.97
TXN01572,9124.64
TXN01573,1600.34
TXN01574,225.44
TXN01575,3928.93
TXN01576,4230.15
TXN01577,4739.48
TXN01578,3489.59
TXN01579,3919.71
TXN01580,727.51
TXN01581,7270.28
TXN01582,2830.82
TXN01583,9231.41
TXN01584,7014.08
TXN01585,5484.62
TXN01586,982.22
TXN01587,3240.95
TXN01588,7914.86
TXN01589,8659.9
TXN01590,550.69
TXN01591,9346.41
TXN01592,3047.7
TXN01593,6549.79
TXN01594,5775.8
TXN01595,4424.42
TXN01596,4829.59
TXN01597,8973.21
TXN01598,2105.57
TXN01599,8045.54
TXN01600,1964.59
TXN01601,6515.87
TXN01602,3628.64
TXN01603,8562.85
TXN01604,1028.46
TXN01605,7857.14
TXN01606,8585.72
TXN01607,3771.79
TXN01608,9827.18
TXN01609,6797.66
TXN01610,1690.55
TXN01611,572.75
TXN01612,3562.28
TXN01613,4744.02
TXN01614,9451.18
TXN01615,1182.29
TXN01616,5159.2
TXN01617,3391.47
TXN01618,4343.88
TXN01619,1494.2
TXN01620,7228.28
TXN01621,2457.56
TXN01622,1196.84
TXN01623,3972.48
TXN01624,3033.87
TXN01625,5965.59
TXN01626,1733.15
TXN01627,7454.55
TXN01628,7760.74
TXN01629,9911.73
TXN01630,6710.65
TXN01631,905.22
TXN01632,4642.1
TXN01633,8183.77
TXN01634,3827.19
TXN01635,6327.01
TXN01636,4456.73
TXN01637,125.91
TXN01638,1175.11
TXN01639,1229.3
TXN01640,6417.68
TXN01641,9085.7
TXN01642,2257.1
TXN01643,5872.64
TXN01644,9873.62
TXN01645,4800.19
TXN01646,6940.32
TXN01647,954.59
TXN01648,5932.86
TXN01649,3845.76
TXN01650,9999.54
TXN01651,7030.34
TXN01652,2990.65
TXN01653,1261.11
TXN01654,3259.04
TXN01655,7140.54
TXN01656,8623.48
TXN01657,5379.74
TXN01658,4059.25
TXN01659,7010.41
TXN01660,3944.03
TXN01661,8176.45
TXN01662,7836.91
TXN01663,5305.58
TXN01664,648.68
TXN01665,8373.07
TXN01666,5394.43
TXN01667,8190.09
TXN01668,6520.49
TXN01669,7537.55
TXN01670,2082.56
TXN01671,6589.24
TXN01672,1182.09
TXN01673,8621.41
TXN01674,6955.21
TXN01675,63.19
TXN01676,4477.86
TXN01677,3149.82
TXN01678,401.04
TXN01679,5755.06
TXN01680,6529.88
TXN01681,887.33
TXN01682,2575.04
TXN01683,7533.16
TXN01684,855.26
TXN01685,1255.92
TXN01686,2992.79
TXN01687,9663.1
TXN01688,1724.32
TXN01689,9771.26
TXN01690,6585.01
TXN01691,2490.89
TXN01692,471.2
TXN01693,9458.49
TXN01694,9047.15
TXN01695,2941.03
TXN01696,5345.68
TXN01697,1407.15
TXN01698,4909.52
TXN01699,3136.23
TXN01700,9108.72
TXN01701,9968.0
TXN01702,6065.66
TXN01703,5110.8
TXN01704,6882.42
TXN01705,6629.54
TXN01706,456.91
TXN01707,376.97
TXN01708,1425.26
TXN01709,8562.29
TXN01710,2159.98
TXN01711,1350.74
TXN01712,5525.19
TXN01713,5921.91
TXN01714,2781.18
TXN01715,7293.75
TXN01716,4225.93
TXN01717,5502.99
TXN01718,2614.14
TXN01719,6501.19
TXN01720,1641.56
TXN01721,4566.12
TXN01722,9447.96
TXN01723,6768.49
TXN01724,9402.59
TXN01725,1441.01
TXN01726,2045.59
TXN01727,6299.39
TXN01728,2701.3
TXN01729,6334.87
TXN01730,6459.26
TXN01731,7147.31
TXN01732,5640.79
TXN01733,6481.23
TXN01734,5119.16
TXN01735,1648.79
TXN01736,8217.46
TXN01737,3170.44
TXN01738,7879.96
TXN01739,3795.63
TXN01740,9640.54
TXN01741,2482.5
TXN01742,2708.55
TXN01743,5319.39
TXN01744,6842.95
TXN01745,4073.74
TXN01746,3300.28
TXN01747,898.85
TXN01748,9093.36
TXN01749,7782.93
TXN01750,1471.83
TXN01751,7982.99
TXN01752,2743.73
TXN01753,988.49
TXN01754,9795.06
TXN01755,2230.03
TXN01756,9518.31
TXN01757,7829.51
TXN01758,1243.8
TXN01759,5269.49
TXN01760,8756.36
TXN01761,5892.38
TXN01762,8069.91
TXN01763,964.45
TXN01764,3495.51
TXN01765,5725.86
TXN01766,2827.15
TXN01767,2717.83
TXN01768,999.67
TXN01769,489.15
TXN01770,3186.78
TXN01771,7521.21
TXN01772,1814.92
TXN01773,8062.79
TXN01774,6781.34
TXN01775,7889.59
TXN01776,5521.2
TXN01777,8821.39
TXN01778,4032.49
TXN01779,5927.18
TXN01780,2598.02
TXN01781,6869.72
TXN01782,7135.09
TXN01783,6579.05
TXN01784,1435.27
TXN01785,5679.93
TXN01786,2681.03
TXN01787,9185.23
TXN01788,6395.54
TXN01789,3707.81
TXN01790,7777.51
TXN01791,6785.37
TXN01792,4188.26
TXN01793,4583.29
TXN01794,4395.21
TXN01795,3546.47
TXN01796,4691.97
TXN01797,2875.33
TXN01798,9526.64
TXN01799,5210.74
TXN01800,7187.48
TXN01801,9238.88
TXN01802,2295.35
TXN01803,6360.0
TXN01804,878.55
TXN01805,3063.56
TXN01806,7708.08
TXN01807,8454.0
TXN01808,6350.42
TXN01809,776.17
TXN01810,2407.97
TXN01811,945.4
TXN01812,5757.41
TXN01813,855.01
TXN01814,2865.65
TXN01815,9296.59
TXN01816,8085.39
TXN01817,116.84
TXN01818,9484.48
TXN01819,6773.56
TXN01820,9325.09
TXN01821,1372.92
TXN01822,4983.07
TXN01823,6854.37
TXN01824,6770.97
TXN01825,5328.77
TXN01826,1255.67
TXN01827,148.86
TXN01828,1909.94
TXN01829,8315.66
TXN01830,82.83
TXN01831,4255.54
TXN01832,5347.9
TXN01833,3457.16
TXN01834,9942.28
TXN01835,6615.13
TXN01836,9205.38
TXN01837,9991.69
TXN01838,9449.96
TXN01839,6843.94
TXN01840,433.14
TXN01841,4492.03
TXN01842,1693.64
TXN01843,9302.55
TXN01844,7639.47
TXN01845,9038.95
TXN01846,1756.39
TXN01847,3676.84
TXN01848,1341.85
TXN01849,3539.38
TXN01850,518.56
TXN01851,4960.12
TXN01852,1713.13
TXN01853,9697.59
TXN01854,3386.21
TXN01855,6793.84
TXN01856,8318.95
TXN01857,8509.26
TXN01858,8579.48
TXN01859,2907.75
TXN01860,4836.42
TXN01861,2654.86
TXN01862,32.32
TXN01863,6315.45
TXN01864,3942.28
TXN01865,9231.33
TXN01866,9291.8
TXN01867,9591.76
TXN01868,5160.13
TXN01869,8935.24
TXN01870,9354.79
TXN01871,8926.01
TXN01872,8485.03
TXN01873,584.39
TXN01874,68.85
TXN01875,4608.94
TXN01876,2990.52
TXN01877,1080.57
TXN01878,3503.72
TXN01879,7227.11
TXN01880,4026.66
TXN01881,98.55
TXN01882,4313.73
TXN01883,1983.47
TXN01884,5295.67
TXN01885,8986.11
TXN01886,4113.08
TXN01887,9131.96
TXN01888,79.04
TXN01889,7696.78
TXN01890,2508.85
TXN01891,4712.28
TXN01892,3749.35
TXN01893,3651.31
TXN01894,8923.01
TXN01895,5368.91
TXN01896,2702.12
TXN01897,9893.8
TXN01898,6566.23
TXN01899,4399.17
TXN01900,1407.35
TXN01901,7473.44
TXN01902,68.04
TXN01903,8836.93
TXN01904,7095.1
TXN01905,1115.55
TXN01906,2856.15
TXN01907,1345.47
TXN01908,4216.35
TXN01909,3318.82
TXN01910,325.75
TXN01911,6665.39
TXN01912,9484.27
TXN01913,9597.39
TXN01914,9829.46
TXN01915,1196.74
TXN01916,4895.79
TXN01917,4960.72
TXN01918,6820.55
TXN01919,1283.07
TXN01920,7513.39
TXN01921,7805.57
TXN01922,4004.76
TXN01923,7262.69
TXN01924,7421.51
TXN01925,8258.14
TXN01926,1322.86
TXN01927,9577.21
TXN01928,7929.2
TXN01929,1269.97
TXN01930,3447.76
TXN01931,146.35
TXN01932,6847.53
TXN01933,529.88
TXN01934,8300.06
TXN01935,4302.35
TXN01936,5974.9
TXN01937,90.21
TXN01938,4807.13
TXN01939,2829.41
TXN01940,835.32
TXN01941,4295.23
TXN01942,6179.96
TXN01943,7295.19
TXN01944,1876.73
TXN01945,2818.58
TXN01946,1159.05
TXN01947,2642.67
TXN01948,7012.55
TXN01949,6666.64
TXN01950,4297.3
TXN01951,4744.19
TXN01952,7829.34
TXN01953,1039.62
TXN01954,7307.26
TXN01955,6114.89
TXN01956,1894.8
TXN01957,8550.17
TXN01958,6292.79
TXN01959,1495.77
TXN01960,1213.41
TXN01961,4018.82
TXN01962,2745.88
TXN01963,1929.85
TXN01964,1470.63
TXN01965,186.44
TXN01966,2004.44
TXN01967,8644.86
TXN01968,3809.72
TXN01969,5254.46
TXN01970,7004.59
TXN01971,9801.44
TXN01972,2225.53
TXN01973,4266.5
TXN01974,622.88
TXN01975,4276.46
TXN01976,526.04
TXN01977,1109.45
TXN01978,3642.13
TXN01979,9430.56
TXN01980,7118.74
TXN01981,2477.22
TXN01982,8952.11
TXN01983,1825.7
TXN01984,15.35
TXN01985,6607.7
TXN01986,3223.18
TXN01987,2860.32
TXN01988,2808.79
TXN01989,6069.15
TXN01990,4314.77
TXN01991,2530.11
TXN01992,4917.95
TXN01993,3349.48
TXN01994,1124.17
TXN01995,6692.79
TXN01996,6832.79
TXN01997,7706.93
TXN01998,1311.78
TXN01999,3612.08
TXN02000,8102.25
TXN02001,7431.89
TXN02002,5893.22
TXN02003,6051.09
TXN02004,2390.14
TXN02005,2766.71
TXN02006,5847.43
TXN02007,881.44
TXN02008,1072.59
TXN02009,6299.29
TXN02010,6022.33
TXN02011,419.98
TXN02012,9683.62
TXN02013,8841.57
TXN02014,8175.92
TXN02015,1937.35
TXN02016,4463.24
TXN02017,995.39
TXN02018,9418.76
TXN02019,6193.91
TXN02020,3021.75
TXN02021,4747.24
TXN02022,7612.27
TXN02023,5340.24
TXN02024,1545.19
TXN02025,1287.04
TXN02026,4187.94
TXN02027,7118.92
TXN02028,8916.95
TXN02029,7595.96
TXN02030,8462.42
TXN02031,5607.86
TXN02032,3479.92
TXN02033,3666.46
TXN02034,6302.35
TXN02035,1183.12
TXN02036,4366.9
TXN02037,4833.38
TXN02038,5242.39
TXN02039,9524.92
TXN02040,7910.94
TXN02041,1677.68
TXN02042,2748.74
TXN02043,9675.19
TXN02044,2903.67
TXN02045,9558.47
TXN02046,617.33
TXN02047,9725.02
TXN02048,1910.01
TXN02049,8147.19
TXN02050,4955.31
TXN02051,5329.37
TXN02052,5139.74
TXN02053,759.11
TXN02054,4383.07
TXN02055,5097.69
TXN02056,5629.36
TXN02057,3908.57
TXN02058,6076.11
TXN02059,2077.18
TXN02060,45.97
TXN02061,5723.26
TXN02062,5925.21
TXN02063,98.52
TXN02064,9286.99
TXN02065,5132.83
TXN02066,5043.14
TXN02067,7208.59
TXN02068,2595.76
TXN02069,8526.23
TXN02070,2970.67
TXN02071,2692.46
TXN02072,1199.84
TXN02073,2247.06
TXN02074,5340.32
TXN02075,2925.51
TXN02076,6399.76
TXN02077,9421.04
TXN02078,2784.79
TXN02079,1338.38
TXN02080,8735.09
TXN02081,524.68
TXN02082,9800.44
TXN02083,9895.47
TXN02084,2107.62
TXN02085,1170.69
TXN02086,6489.97
TXN02087,6330.5
TXN02088,9722.46
TXN02089,3252.37
TXN02090,9464.81
TXN02091,8841.02
TXN02092,2647.74
TXN02093,1344.78
TXN02094,8984.37
TXN02095,2956.0
TXN02096,9852.76
TXN02097,6263.29
TXN02098,113.98
TXN02099,3561.28
TXN02100,7307.46
TXN02101,2804.1
TXN02102,2567.31
TXN02103,166.23
TXN02104,6576.6
TXN02105,8681.14
TXN02106,9390.78
TXN02107,5836.78
TXN02108,7228.8
TXN02109,6884.27
TXN02110,9457.11
TXN02111,2580.88
TXN02112,6266.03
TXN02113,6047.37
TXN02114,2069.53
TXN02115,4427.43
TXN02116,3249.39
TXN02117,2047.15
TXN02118,6301.71
TXN02119,8583.63
TXN02120,3960.68
TXN02121,4466.1
TXN02122,7300.82
TXN02123,4344.7
TXN02124,1491.86
TXN02125,4795.28
TXN02126,4964.65
TXN02127,4599.31
TXN02128,8157.82
TXN02129,1769.34
TXN02130,5700.88
TXN02131,9434.12
TXN02132,1812.26
TXN02133,2827.62
TXN02134,3108.5
TXN02135,8853.68
TXN02136,8176.82
TXN02137,6876.79
TXN02138,1886.6
TXN02139,1443.79
TXN02140,4269.69
TXN02141,4555.69
TXN02142,6454.74
TXN02143,4031.02
TXN02144,7245.83
TXN02145,1381.54
TXN02146,7506.94
TXN02147,127.77
TXN02148,1006.3
TXN02149,3846.07
TXN02150,1109.25
TXN02151,145.39
TXN02152,8306.87
TXN02153,9347.43
TXN02154,1330.47
TXN02155,7703.48
TXN02156,2683.89
TXN02157,9386.6
TXN02158,6000.38
TXN02159,7926.08
TXN02160,103.87
TXN02161,7918.69
TXN02162,5428.28
TXN02163,8184.37
TXN02164,8528.67
TXN02165,858.8
TXN02166,1400.91
TXN02167,7599.12
TXN02168,8924.98
TXN02169,8156.49
TXN02170,3080.78
TXN02171,4794.29
TXN02172,2445.65
TXN02173,5439.83
TXN02174,2681.89
TXN02175,5440.69
TXN02176,221.87
TXN02177,454.81
TXN02178,5450.97
TXN02179,1034.64
TXN02180,8865.7
TXN02181,4158.69
TXN02182,22.09
TXN02183,2250.88
TXN02184,2274.48
TXN02185,3859.98
TXN02186,3539.57
TXN02187,2875.59
TXN02188,9217.69
TXN02189,6847.33
TXN02190,6870.8
TXN02191,7151.36
TXN02192,9017.13
TXN02193,4923.29
TXN02194,9907.77
TXN02195,2252.98
TXN02196,9565.1
TXN02197,2825.32
TXN02198,772.14
TXN02199,3343.91
TXN02200,3611.33
TXN02201,9247.78
TXN02202,857.2
TXN02203,443.03
TXN02204,1519.52
TXN02205,4292.0
TXN02206,3355.09
TXN02207,1821.84
TXN02208,4258.19
TXN02209,8932.24
TXN02210,6874.74
TXN02211,6251.34
TXN02212,2877.19
TXN02213,8755.27
TXN02214,2718.22
TXN02215,4997.52
TXN02216,3697.43
TXN02217,2661.36
TXN02218,9070.78
TXN02219,7988.85
TXN02220,7890.67
TXN02221,8618.52
TXN02222,9780.71
TXN02223,7780.06
TXN02224,1474.42
TXN02225,1486.32
TXN02226,4472.49
TXN02227,7970.54
TXN02228,9763.63
TXN02229,8148.35
TXN02230,1140.51
TXN02231,4280.26
TXN02232,7269.81
TXN02233,1455.23
TXN02234,3237.3
TXN02235,1284.08
TXN02236,7677.68
TXN02237,3532.56
TXN02238,4947.12
TXN02239,4818.07
TXN02240,9728.76
TXN02241,6021.41
TXN02242,6369.68
TXN02243,1390.83
TXN02244,9440.86
TXN02245,9216.83
TXN02246,3838.02
TXN02247,5497.9
TXN02248,5392.08
TXN02249,4931.09
TXN02250,5366.76
TXN02251,2308.84
TXN02252,845.34
TXN02253,7152.06
TXN02254,5274.19
TXN02255,7768.16
TXN02256,8114.81
TXN02257,2201.15
TXN02258,881.63
TXN02259,3623.48
TXN02260,2040.76
TXN02261,8507.45
TXN02262,3630.36
TXN02263,4744.52
TXN02264,1344.59
TXN02265,1110.46
TXN02266,9114.51
TXN02267,3614.98
TXN02268,8494.8
TXN02269,7788.68
TXN02270,1402.1
TXN02271,4609.28
TXN02272,8354.17
TXN02273,5519.49
TXN02274,9314.1
TXN02275,4216.56
TXN02276,2115.27
TXN02277,2253.63
TXN02278,7472.48
TXN02279,1181.19
TXN02280,6960.85
TXN02281,1439.34
TXN02282,7333.48
TXN02283,6964.26
TXN02284,4252.84
TXN02285,550.29
TXN02286,1069.04
TXN02287,5820.25
TXN02288,4773.5
TXN02289,5943.32
TXN02290,1590.15
TXN02291,1477.4
TXN02292,1421.36
TXN02293,2458.01
TXN02294,134.65
TXN02295,8312.37
TXN02296,4170.78
TXN02297,7656.52
TXN02298,4702.95
TXN02299,1409.72
TXN02300,5279.23
TXN02301,9488.17
TXN02302,4707.14
TXN02303,7228.35
TXN02304,4445.3
TXN02305,6452.02
TXN02306,141.96
TXN02307,1121.55
TXN02308,609.41
TXN02309,6428.12
TXN02310,6045.69
TXN02311,1744.07
TXN02312,1611.88
TXN02313,3969.94
TXN02314,4241.97
TXN02315,9482.94
TXN02316,4548.42
TXN02317,7116.95
TXN02318,2587.96
TXN02319,5724.93
TXN02320,3067.28
TXN02321,2280.88
TXN02322,9315.19
TXN02323,2725.56
TXN02324,928.45
TXN02325,3781.83
TXN02326,9511.22
TXN02327,7433.92
TXN02328,4010.02
TXN02329,569.41
TXN02330,3928.99
TXN02331,8226.82
TXN02332,9760.11
TXN02333,6054.78
TXN02334,781.32
TXN02335,6927.34
TXN02336,4779.39
TXN02337,6530.47
TXN02338,4056.95
TXN02339,3810.9
TXN02340,556.17
TXN02341,3721.07
TXN02342,4247.98
TXN02343,2706.5
TXN02344,1052.96
TXN02345,3633.39
TXN02346,7790.18
TXN02347,3361.36
TXN02348,2402.9
TXN02349,1635.98
TXN02350,1073.58
TXN02351,2126.98
TXN02352,119.66
TXN02353,9097.77
TXN02354,1885.56
TXN02355,2025.24
TXN02356,9292.73
TXN02357,2410.95
TXN02358,859.54
TXN02359,5705.53
TXN02360,458.3
TXN02361,9865.07
TXN02362,4843.23
TXN02363,490.01
TXN02364,941.18
TXN02365,3092.96
TXN02366,9805.61
TXN02367,7519.28
TXN02368,9587.8
TXN02369,5007.16
TXN02370,3151.58
TXN02371,3912.51
TXN02372,3564.81
TXN02373,1303.87
TXN02374,6750.12
TXN02375,3319.87
TXN02376,8966.15
TXN02377,5040.75
TXN02378,5026.75
TXN02379,7752.85
TXN02380,246.62
TXN02381,7962.73
TXN02382,4774.76
TXN02383,8689.44
TXN02384,383.71
TXN02385,1620.62
TXN02386,6826.92
TXN02387,796.74
TXN02388,6263.27
TXN02389,9528.65
TXN02390,2323.39
TXN02391,2164.32
TXN02392,6817.78
TXN02393,1417.22
TXN02394,7188.36
TXN02395,9934.23
TXN02396,5021.18
TXN02397,9922.87
TXN02398,6091.3
TXN02399,5237.64
TXN02400,7688.68
TXN02401,4480.33
TXN02402,1320.66
TXN02403,2915.51
TXN02404,6238.47
TXN02405,9402.01
TXN02406,409.73
TXN02407,7130.5
TXN02408,6831.91
TXN02409,2398.72
TXN02410,9970.12
TXN02411,6072.7
TXN02412,9580.58
TXN02413,5673.34
TXN02414,9944.1
TXN02415,983.09
TXN02416,159.27
TXN02417,7665.51
TXN02418,3102.33
TXN02419,8676.66
TXN02420,7975.86
TXN02421,8952.4
TXN02422,4994.13
TXN02423,4553.53
TXN02424,1705.48
TXN02425,2963.13
TXN02426,690.94
TXN02427,5769.35
TXN02428,3540.15
TXN02429,720.63
TXN02430,7109.44
TXN02431,4612.8
TXN02432,9861.57
TXN02433,9785.05
TXN02434,7633.83
TXN02435,4426.03
TXN02436,9242.37
TXN02437,9398.9
TXN02438,9717.09
TXN02439,4887.71
TXN02440,3641.09
TXN02441,2873.38
TXN02442,4096.24
TXN02443,6200.64
TXN02444,6809.04
TXN02445,4413.87
TXN02446,5129.67
TXN02447,6250.07
TXN02448,3143.32
TXN02449,844.07
TXN02450,4137.81
TXN02451,4506.42
TXN02452,8775.31
TXN02453,9912.57
TXN02454,436.33
TXN02455,9774.54
TXN02456,580.02
TXN02457,7908.0
TXN02458,7000.46
TXN02459,5612.4
TXN02460,1554.08
TXN02461,1061.93
TXN02462,3764.46
TXN02463,5705.64
TXN02464,8539.75
TXN02465,2238.28
TXN02466,8742.85
TXN02467,6694.81
TXN02468,3495.89
TXN02469,4690.2
TXN02470,5355.81
TXN02471,8184.71
TXN02472,1100.1
TXN02473,1810.93
TXN02474,1092.4
TXN02475,9595.89
TXN02476,3975.48
TXN02477,4336.81
TXN02478,4021.19
TXN02479,654.07
TXN02480,3430.81
TXN02481,6047.65
TXN02482,2134.23
TXN02483,7415.43
TXN02484,1152.12
TXN02485,4551.24
TXN02486,5455.36
TXN02487,9485.85
TXN02488,1463.68
TXN02489,2142.57
TXN02490,5686.38
TXN02491,9878.23
TXN02492,7744.31
TXN02493,633.38
TXN02494,8087.25
TXN02495,7897.7
TXN02496,9785.82
TXN02497,2142.07
TXN02498,2122.81
TXN02499,239.2
TXN02500,7588.58
TXN02501,4234.97
TXN02502,2528.19
TXN02503,1769.3
TXN02504,1425.96
TXN02505,2746.31
TXN02506,826.27
TXN02507,8739.02
TXN02508,4519.7
TXN02509,4203.02
TXN02510,2148.91
TXN02511,8931.8
TXN02512,1848.94
TXN02513,546.89
TXN02514,8950.62
TXN02515,4291.06
TXN02516,9634.02
TXN02517,2976.08
TXN02518,1994.07
TXN02519,9420.0
TXN02520,4821.44
TXN02521,5359.71
TXN02522,7840.74
TXN02523,9656.24
TXN02524,4373.47
TXN02525,9126.85
TXN02526,5707.47
TXN02527,8231.93
TXN02528,5613.48
TXN02529,8938.86
TXN02530,1993.61
TXN02531,7230.01
TXN02532,5789.11
TXN02533,1454.73
TXN02534,6643.99
TXN02535,8236.8
TXN02536,7346.22
TXN02537,8254.1
TXN02538,7333.93
TXN02539,151.73
TXN02540,8966.05
TXN02541,9338.86
TXN02542,4999.46
TXN02543,3170.91
TXN02544,7922.25
TXN02545,6742.71
TXN02546,2635.4
TXN02547,7225.64
TXN02548,9882.5
TXN02549,9433.8
TXN02550,8574.1
TXN02551,6346.59
TXN02552,6392.77
TXN02553,5787.99
TXN02554,374.49
TXN02555,7459.62
TXN02556,1884.69
TXN02557,6967.5
TXN02558,7746.1
TXN02559,6013.42
TXN02560,2169.21
TXN02561,2105.53
TXN02562,1919.68
TXN02563,6799.49
TXN02564,9551.49
