Transaction_ID,System_Latency
TXN01398,481.22
TXN01399,461.48
TXN01400,397.16
TXN01401,463.03
TXN01402,379.07
TXN01403,122.92
TXN01404,376.48
TXN01405,366.41
TXN01406,284.57
TXN01407,460.12
TXN01408,112.98
TXN01409,354.1
TXN01410,196.53
TXN01411,380.42
TXN01412,269.34
TXN01413,369.17
TXN01414,142.34
TXN01415,139.1
TXN01416,365.45
TXN01417,105.03
TXN01418,294.93
TXN01419,347.23
TXN01420,420.76
TXN01421,398.3
TXN01422,254.14
TXN01423,207.28
TXN01424,292.57
TXN01425,437.21
TXN01426,295.12
TXN01427,215.43
TXN01428,171.67
TXN01429,301.14
TXN01430,468.64
TXN01431,449.59
TXN01432,447.68
TXN01433,404.11
TXN01434,401.78
TXN01435,295.95
TXN01436,459.65
TXN01437,235.38
TXN01438,136.12
TXN01439,242.02
TXN01440,120.89
TXN01441,462.91
TXN01442,256.5
TXN01443,474.21
TXN01444,128.09
TXN01445,243.43
TXN01446,287.24
TXN01447,377.03
TXN01448,245.92
TXN01449,266.35
TXN01450,266.56
TXN01451,443.84
TXN01452,265.83
TXN01453,494.31
TXN01454,456.59
TXN01455,492.14
TXN01456,326.27
TXN01457,268.23
TXN01458,398.51
TXN01459,255.2
TXN01460,262.93
TXN01461,105.66
TXN01462,327.47
TXN01463,248.2
TXN01464,147.77
TXN01465,265.33
TXN01466,445.45
TXN01467,128.7
TXN01468,182.82
TXN01469,233.69
TXN01470,493.66
TXN01471,174.95
TXN01472,204.32
TXN01473,248.58
TXN01474,129.86
TXN01475,159.44
TXN01476,257.97
TXN01477,261.64
TXN01478,337.38
TXN01479,132.61
TXN01480,158.13
TXN01481,383.61
TXN01482,461.42
TXN01483,280.42
TXN01484,395.63
TXN01485,224.76
TXN01486,435.8
TXN01487,379.89
TXN01488,255.13
TXN01489,294.43
TXN01490,221.67
TXN01491,292.69
TXN01492,401.47
TXN01493,302.99
TXN01494,342.61
TXN01495,263.34
TXN01496,179.28
TXN01497,328.66
TXN01498,471.89
TXN01499,123.38
TXN01500,164.81
TXN01501,350.79
TXN01502,203.95
TXN01503,181.95
TXN01504,328.28
TXN01505,432.31
TXN01506,173.28
TXN01507,404.77
TXN01508,425.48
TXN01509,392.71
TXN01510,268.78
TXN01511,153.26
TXN01512,101.73
TXN01513,148.2
TXN01514,293.07
TXN01515,262.15
TXN01516,466.69
TXN01517,406.46
TXN01518,144.24
TXN01519,256.18
TXN01520,489.21
TXN01521,401.26
TXN01522,136.19
TXN01523,430.2
TXN01524,444.9
TXN01525,197.49
TXN01526,498.48
TXN01527,360.63
TXN01528,434.74
TXN01529,245.13
TXN01530,238.36
TXN01531,424.92
TXN01532,101.77
TXN01533,415.25
TXN01534,169.51
TXN01535,104.83
TXN01536,175.43
TXN01537,266.87
TXN01538,182.43
TXN01539,394.76
TXN01540,296.13
TXN01541,249.49
TXN01542,348.14
TXN01543,215.73
TXN01544,406.54
TXN01545,308.33
TXN01546,420.16
TXN01547,100.75
TXN01548,219.19
TXN01549,103.36
TXN01550,489.74
TXN01551,114.13
TXN01552,442.06
TXN01553,163.74
TXN01554,181.3
TXN01555,187.2
TXN01556,150.98
TXN01557,406.8
TXN01558,169.65
TXN01559,277.8
TXN01560,445.95
TXN01561,494.78
TXN01562,182.81
TXN01563,417.52
TXN01564,150.93
TXN01565,389.85
TXN01566,414.82
TXN01567,435.62
TXN01568,132.35
TXN01569,322.72
TXN01570,376.2
TXN01571,160.5
TXN01572,486.14
TXN01573,433.92
TXN01574,316.02
TXN01575,374.69
TXN01576,271.71
TXN01577,429.71
TXN01578,381.43
TXN01579,333.08
TXN01580,302.23
TXN01581,493.99
TXN01582,486.63
TXN01583,364.53
TXN01584,324.87
TXN01585,179.95
TXN01586,359.78
TXN01587,365.85
TXN01588,125.63
TXN01589,141.19
TXN01590,362.34
TXN01591,165.43
TXN01592,404.84
TXN01593,286.65
TXN01594,418.07
TXN01595,112.01
TXN01596,475.7
TXN01597,355.02
TXN01598,269.56
TXN01599,257.3
TXN01600,256.91
TXN01601,388.02
TXN01602,346.67
TXN01603,292.06
TXN01604,302.85
TXN01605,360.02
TXN01606,163.35
TXN01607,480.66
TXN01608,230.55
TXN01609,306.17
TXN01610,234.51
TXN01611,177.0
TXN01612,490.87
TXN01613,296.53
TXN01614,119.7
TXN01615,169.21
TXN01616,365.61
TXN01617,211.23
TXN01618,497.27
TXN01619,433.04
TXN01620,296.23
TXN01621,187.48
TXN01622,353.18
TXN01623,179.17
TXN01624,396.91
TXN01625,364.06
TXN01626,162.12
TXN01627,200.37
TXN01628,237.18
TXN01629,438.17
TXN01630,279.29
TXN01631,375.47
TXN01632,265.82
TXN01633,432.19
TXN01634,332.82
TXN01635,236.92
TXN01636,425.32
TXN01637,431.33
TXN01638,392.63
TXN01639,121.81
TXN01640,261.12
TXN01641,281.91
TXN01642,124.64
TXN01643,415.87
TXN01644,150.32
TXN01645,443.25
TXN01646,259.21
TXN01647,160.71
TXN01648,439.69
TXN01649,349.03
TXN01650,418.19
TXN01651,341.45
TXN01652,300.2
TXN01653,163.99
TXN01654,389.29
TXN01655,482.48
TXN01656,195.18
TXN01657,301.11
TXN01658,167.7
TXN01659,101.59
TXN01660,385.22
TXN01661,231.2
TXN01662,210.61
TXN01663,286.72
TXN01664,298.66
TXN01665,207.3
TXN01666,135.7
TXN01667,259.98
TXN01668,133.96
TXN01669,442.85
TXN01670,276.19
TXN01671,435.66
TXN01672,155.07
TXN01673,460.89
TXN01674,166.61
TXN01675,153.55
TXN01676,478.67
TXN01677,400.35
TXN01678,143.41
TXN01679,327.0
TXN01680,231.12
TXN01681,207.56
TXN01682,471.59
TXN01683,366.56
TXN01684,109.48
TXN01685,442.97
TXN01686,152.42
TXN01687,221.97
TXN01688,442.34
TXN01689,332.16
TXN01690,218.6
TXN01691,368.36
TXN01692,397.87
TXN01693,202.41
TXN01694,443.35
TXN01695,283.21
TXN01696,433.46
TXN01697,494.7
TXN01698,445.38
TXN01699,130.73
TXN01700,452.56
TXN01701,467.42
TXN01702,314.42
TXN01703,274.77
TXN01704,350.13
TXN01705,106.58
TXN01706,394.72
TXN01707,452.64
TXN01708,113.58
TXN01709,457.92
TXN01710,440.33
TXN01711,378.98
TXN01712,337.74
TXN01713,388.11
TXN01714,397.93
TXN01715,306.23
TXN01716,156.66
TXN01717,183.31
TXN01718,378.79
TXN01719,489.19
TXN01720,413.72
TXN01721,245.84
TXN01722,474.33
TXN01723,336.46
TXN01724,175.31
TXN01725,422.83
TXN01726,469.47
TXN01727,331.67
TXN01728,213.91
TXN01729,161.69
TXN01730,283.87
TXN01731,266.03
TXN01732,142.43
TXN01733,410.0
TXN01734,368.54
TXN01735,263.91
TXN01736,382.19
TXN01737,297.09
TXN01738,116.64
TXN01739,474.42
TXN01740,154.32
TXN01741,367.58
TXN01742,111.63
TXN01743,443.17
TXN01744,189.4
TXN01745,353.55
TXN01746,185.87
TXN01747,475.93
TXN01748,140.08
TXN01749,126.68
TXN01750,104.56
TXN01751,465.18
TXN01752,347.12
TXN01753,258.41
TXN01754,290.69
TXN01755,491.4
TXN01756,277.15
TXN01757,477.7
TXN01758,179.74
TXN01759,277.52
TXN01760,218.1
TXN01761,200.09
TXN01762,189.52
TXN01763,458.33
TXN01764,244.64
TXN01765,293.21
TXN01766,284.0
TXN01767,140.26
TXN01768,351.57
TXN01769,101.0
TXN01770,262.25
TXN01771,442.85
TXN01772,296.15
TXN01773,214.8
TXN01774,444.79
TXN01775,177.51
TXN01776,263.22
TXN01777,291.33
TXN01778,227.06
TXN01779,256.44
TXN01780,280.24
TXN01781,340.41
TXN01782,130.36
TXN01783,200.5
TXN01784,338.8
TXN01785,336.14
TXN01786,397.08
TXN01787,236.69
TXN01788,495.09
TXN01789,457.71
TXN01790,361.52
TXN01791,298.06
TXN01792,486.77
TXN01793,387.47
TXN01794,120.03
TXN01795,241.51
TXN01796,487.24
TXN01797,271.5
TXN01798,149.8
TXN01799,439.93
TXN01800,232.21
TXN01801,492.41
TXN01802,154.64
TXN01803,335.92
TXN01804,170.44
TXN01805,435.65
TXN01806,267.83
TXN01807,226.49
TXN01808,493.78
TXN01809,410.94
TXN01810,457.83
TXN01811,374.57
TXN01812,325.42
TXN01813,306.27
TXN01814,222.34
TXN01815,439.77
TXN01816,411.83
TXN01817,254.44
TXN01818,432.79
TXN01819,343.36
TXN01820,286.74
TXN01821,393.33
TXN01822,116.35
TXN01823,128.14
TXN01824,331.96
TXN01825,122.24
TXN01826,455.59
TXN01827,113.97
TXN01828,183.85
TXN01829,302.59
TXN01830,228.09
TXN01831,257.0
TXN01832,467.07
TXN01833,383.64
TXN01834,352.32
TXN01835,391.39
TXN01836,213.22
TXN01837,437.82
TXN01838,401.29
TXN01839,192.79
TXN01840,329.49
TXN01841,487.77
TXN01842,321.79
TXN01843,210.52
TXN01844,184.27
TXN01845,329.75
TXN01846,227.18
TXN01847,330.1
TXN01848,299.12
TXN01849,309.47
TXN01850,157.38
TXN01851,180.45
TXN01852,105.31
TXN01853,217.52
TXN01854,473.01
TXN01855,316.63
TXN01856,201.25
TXN01857,417.18
TXN01858,170.06
TXN01859,352.1
TXN01860,141.43
TXN01861,486.59
TXN01862,333.17
TXN01863,116.74
TXN01864,402.28
TXN01865,340.47
TXN01866,443.93
TXN01867,105.76
TXN01868,217.52
TXN01869,364.73
TXN01870,213.07
TXN01871,430.28
TXN01872,225.41
TXN01873,279.39
TXN01874,349.94
TXN01875,428.17
TXN01876,114.54
TXN01877,373.3
TXN01878,404.13
TXN01879,155.81
TXN01880,323.13
TXN01881,383.88
TXN01882,371.75
TXN01883,494.9
TXN01884,255.68
TXN01885,272.08
TXN01886,497.5
TXN01887,254.9
TXN01888,166.13
TXN01889,391.17
TXN01890,330.9
TXN01891,228.07
TXN01892,498.14
TXN01893,128.41
TXN01894,180.81
TXN01895,479.59
TXN01896,223.9
TXN01897,359.07
TXN01898,325.67
TXN01899,427.24
TXN01900,288.15
TXN01901,187.15
TXN01902,284.45
TXN01903,216.08
TXN01904,379.89
TXN01905,177.77
TXN01906,311.22
TXN01907,304.21
TXN01908,262.99
TXN01909,164.43
TXN01910,402.49
TXN01911,365.8
TXN01912,353.46
TXN01913,449.04
TXN01914,427.58
TXN01915,382.26
TXN01916,172.14
TXN01917,400.84
TXN01918,196.94
TXN01919,166.74
TXN01920,101.77
TXN01921,148.96
TXN01922,473.36
TXN01923,323.7
TXN01924,320.37
TXN01925,146.89
TXN01926,189.31
TXN01927,446.85
TXN01928,131.07
TXN01929,287.96
TXN01930,265.98
TXN01931,236.45
TXN01932,431.68
TXN01933,262.4
TXN01934,280.93
TXN01935,128.59
TXN01936,154.64
TXN01937,381.74
TXN01938,449.54
TXN01939,365.96
TXN01940,321.07
TXN01941,153.91
TXN01942,113.35
TXN01943,191.07
TXN01944,468.75
TXN01945,312.27
TXN01946,493.03
TXN01947,277.56
TXN01948,421.53
TXN01949,207.93
TXN01950,243.01
TXN01951,349.7
TXN01952,463.26
TXN01953,195.29
TXN01954,434.38
TXN01955,183.69
TXN01956,105.18
TXN01957,275.16
TXN01958,311.95
TXN01959,144.31
TXN01960,448.77
TXN01961,167.9
TXN01962,403.85
TXN01963,288.86
TXN01964,471.53
TXN01965,251.2
TXN01966,236.64
TXN01967,452.18
TXN01968,125.66
TXN01969,469.37
TXN01970,212.72
TXN01971,436.61
TXN01972,290.65
TXN01973,203.51
TXN01974,245.4
TXN01975,377.75
TXN01976,223.67
TXN01977,191.55
TXN01978,242.56
TXN01979,171.08
TXN01980,277.36
TXN01981,220.18
TXN01982,422.7
TXN01983,371.17
TXN01984,479.65
TXN01985,307.28
TXN01986,158.49
TXN01987,442.43
TXN01988,155.8
TXN01989,267.7
TXN01990,437.45
TXN01991,341.42
TXN01992,486.86
TXN01993,382.88
TXN01994,426.55
TXN01995,246.12
TXN01996,141.69
TXN01997,470.2
TXN01998,427.57
TXN01999,225.87
TXN02000,273.11
TXN02001,457.26
TXN02002,414.94
TXN02003,317.38
TXN02004,237.73
TXN02005,227.91
TXN02006,271.13
TXN02007,394.41
TXN02008,297.78
TXN02009,114.83
TXN02010,247.31
TXN02011,364.41
TXN02012,400.36
TXN02013,438.57
TXN02014,312.82
TXN02015,488.22
TXN02016,317.84
TXN02017,301.6
TXN02018,183.81
TXN02019,127.08
TXN02020,333.16
TXN02021,203.67
TXN02022,229.44
TXN02023,124.21
TXN02024,403.76
TXN02025,228.02
TXN02026,481.23
TXN02027,120.65
TXN02028,468.7
TXN02029,219.68
TXN02030,398.22
TXN02031,237.64
TXN02032,181.1
TXN02033,196.42
TXN02034,182.63
TXN02035,316.19
TXN02036,160.29
TXN02037,220.26
TXN02038,488.63
TXN02039,243.83
TXN02040,211.56
TXN02041,228.41
TXN02042,121.44
TXN02043,130.85
TXN02044,445.43
TXN02045,449.52
TXN02046,388.99
TXN02047,441.29
TXN02048,475.43
TXN02049,355.19
TXN02050,260.97
TXN02051,314.17
TXN02052,103.02
TXN02053,355.93
TXN02054,421.64
TXN02055,484.61
TXN02056,498.15
TXN02057,395.59
TXN02058,463.2
TXN02059,285.59
TXN02060,251.01
TXN02061,366.04
TXN02062,398.98
TXN02063,255.87
TXN02064,164.28
TXN02065,471.87
TXN02066,304.5
TXN02067,352.77
TXN02068,332.0
TXN02069,285.08
TXN02070,394.33
TXN02071,292.56
TXN02072,389.34
TXN02073,171.95
TXN02074,456.91
TXN02075,186.24
TXN02076,287.76
TXN02077,183.65
TXN02078,322.6
TXN02079,360.58
TXN02080,211.64
TXN02081,324.11
TXN02082,277.56
TXN02083,448.1
TXN02084,174.17
TXN02085,310.64
TXN02086,328.32
TXN02087,447.13
TXN02088,467.2
TXN02089,418.61
TXN02090,162.01
TXN02091,389.56
TXN02092,480.57
TXN02093,136.11
TXN02094,417.67
TXN02095,485.2
TXN02096,473.26
TXN02097,380.68
TXN02098,155.8
TXN02099,401.47
TXN02100,100.39
TXN02101,475.61
TXN02102,499.54
TXN02103,256.7
TXN02104,239.41
TXN02105,374.08
TXN02106,200.28
TXN02107,392.94
TXN02108,464.57
TXN02109,244.21
TXN02110,236.69
TXN02111,211.28
TXN02112,437.32
TXN02113,345.17
TXN02114,227.32
TXN02115,459.02
TXN02116,455.13
TXN02117,466.54
TXN02118,134.22
TXN02119,406.33
TXN02120,120.47
TXN02121,192.9
TXN02122,260.93
TXN02123,111.2
TXN02124,461.83
TXN02125,163.41
TXN02126,160.27
TXN02127,289.94
TXN02128,230.55
TXN02129,221.11
TXN02130,344.95
TXN02131,223.34
TXN02132,278.71
TXN02133,425.33
TXN02134,318.67
TXN02135,252.12
TXN02136,277.21
TXN02137,270.65
TXN02138,417.28
TXN02139,333.69
TXN02140,274.67
TXN02141,155.71
TXN02142,177.88
TXN02143,411.78
TXN02144,417.5
TXN02145,123.87
TXN02146,267.13
TXN02147,440.17
TXN02148,263.11
TXN02149,314.5
TXN02150,254.37
TXN02151,484.17
TXN02152,184.13
TXN02153,275.3
TXN02154,120.22
TXN02155,372.03
TXN02156,429.6
TXN02157,477.26
TXN02158,169.94
TXN02159,108.11
TXN02160,168.0
TXN02161,244.6
TXN02162,275.74
TXN02163,308.27
TXN02164,416.57
TXN02165,355.95
TXN02166,258.02
TXN02167,473.16
TXN02168,365.75
TXN02169,257.17
TXN02170,131.21
TXN02171,180.94
TXN02172,106.58
TXN02173,321.64
TXN02174,254.98
TXN02175,141.25
TXN02176,163.08
TXN02177,257.65
TXN02178,456.86
TXN02179,305.66
TXN02180,105.71
TXN02181,477.87
TXN02182,380.4
TXN02183,262.09
TXN02184,343.47
TXN02185,306.23
TXN02186,423.98
TXN02187,413.16
TXN02188,367.0
TXN02189,212.52
TXN02190,132.29
TXN02191,136.12
TXN02192,422.81
TXN02193,195.82
TXN02194,441.29
TXN02195,382.95
TXN02196,443.38
TXN02197,371.92
TXN02198,191.5
TXN02199,138.01
TXN02200,385.33
TXN02201,375.87
TXN02202,255.28
TXN02203,193.95
TXN02204,250.14
TXN02205,171.57
TXN02206,400.7
TXN02207,157.47
TXN02208,209.65
TXN02209,434.83
TXN02210,222.41
TXN02211,216.04
TXN02212,101.06
TXN02213,354.26
TXN02214,281.49
TXN02215,465.52
TXN02216,441.41
TXN02217,251.34
TXN02218,165.14
TXN02219,329.97
TXN02220,130.38
TXN02221,435.01
TXN02222,353.54
TXN02223,304.58
TXN02224,310.82
TXN02225,131.92
TXN02226,253.06
TXN02227,492.97
TXN02228,265.83
TXN02229,117.5
TXN02230,363.93
TXN02231,124.05
TXN02232,446.52
TXN02233,456.4
TXN02234,218.48
TXN02235,336.46
TXN02236,354.86
TXN02237,276.88
TXN02238,344.99
TXN02239,234.2
TXN02240,304.44
TXN02241,353.68
TXN02242,142.38
TXN02243,429.13
TXN02244,251.89
TXN02245,428.26
TXN02246,460.61
TXN02247,210.98
TXN02248,485.76
TXN02249,266.57
TXN02250,350.59
TXN02251,318.28
TXN02252,215.16
TXN02253,494.7
TXN02254,449.46
TXN02255,188.34
TXN02256,431.08
TXN02257,463.67
TXN02258,272.23
TXN02259,122.39
TXN02260,171.08
TXN02261,373.32
TXN02262,161.15
TXN02263,184.58
TXN02264,309.93
TXN02265,178.02
TXN02266,206.43
TXN02267,201.7
TXN02268,434.18
TXN02269,284.37
TXN02270,420.1
TXN02271,356.9
TXN02272,106.12
TXN02273,285.62
TXN02274,168.61
TXN02275,306.32
TXN02276,109.59
TXN02277,197.55
TXN02278,363.51
TXN02279,496.19
TXN02280,355.48
TXN02281,399.61
TXN02282,436.21
TXN02283,273.49
TXN02284,137.71
TXN02285,316.36
TXN02286,193.59
TXN02287,188.95
TXN02288,179.68
TXN02289,148.82
TXN02290,405.58
TXN02291,201.89
TXN02292,329.96
TXN02293,226.72
TXN02294,202.19
TXN02295,424.15
TXN02296,168.28
TXN02297,467.64
TXN02298,446.55
TXN02299,378.0
TXN02300,217.08
TXN02301,403.37
TXN02302,171.11
TXN02303,102.31
TXN02304,413.2
TXN02305,303.06
TXN02306,368.59
TXN02307,319.55
TXN02308,242.62
TXN02309,361.43
TXN02310,119.02
TXN02311,334.6
TXN02312,499.76
TXN02313,241.69
TXN02314,144.27
TXN02315,276.19
TXN02316,256.99
TXN02317,101.43
TXN02318,488.88
TXN02319,163.17
TXN02320,342.91
TXN02321,166.5
TXN02322,485.94
TXN02323,440.42
TXN02324,403.7
TXN02325,290.89
TXN02326,191.19
TXN02327,384.98
TXN02328,211.42
TXN02329,467.22
TXN02330,125.34
TXN02331,454.96
TXN02332,218.14
TXN02333,121.67
TXN02334,427.33
TXN02335,375.2
TXN02336,167.51
TXN02337,118.33
TXN02338,402.27
TXN02339,294.54
TXN02340,340.14
TXN02341,425.63
TXN02342,415.33
TXN02343,195.88
TXN02344,192.14
TXN02345,484.11
TXN02346,218.28
TXN02347,403.47
TXN02348,472.65
TXN02349,489.16
TXN02350,371.67
TXN02351,192.79
TXN02352,356.94
TXN02353,241.91
TXN02354,184.19
TXN02355,333.61
TXN02356,206.41
TXN02357,437.19
TXN02358,324.86
TXN02359,242.54
TXN02360,309.82
TXN02361,176.43
TXN02362,494.14
TXN02363,309.09
TXN02364,356.23
TXN02365,428.45
TXN02366,214.99
TXN02367,264.59
TXN02368,198.32
TXN02369,151.22
TXN02370,359.54
TXN02371,306.14
TXN02372,424.86
TXN02373,233.08
TXN02374,122.89
TXN02375,431.95
TXN02376,474.94
TXN02377,304.46
TXN02378,298.23
TXN02379,142.32
TXN02380,333.82
TXN02381,434.51
TXN02382,147.17
TXN02383,150.1
TXN02384,184.56
TXN02385,295.29
TXN02386,141.91
TXN02387,345.72
TXN02388,293.32
TXN02389,215.58
TXN02390,288.21
TXN02391,376.35
TXN02392,327.2
TXN02393,376.73
TXN02394,288.67
TXN02395,293.77
TXN02396,200.57
TXN02397,385.7
TXN02398,111.83
TXN02399,384.01
TXN02400,242.62
TXN02401,311.15
TXN02402,455.87
TXN02403,375.12
TXN02404,466.14
TXN02405,311.98
TXN02406,231.82
TXN02407,473.37
TXN02408,401.72
TXN02409,291.55
TXN02410,412.29
TXN02411,339.55
TXN02412,261.94
TXN02413,478.25
TXN02414,276.99
TXN02415,187.65
TXN02416,251.38
TXN02417,123.22
TXN02418,216.87
TXN02419,452.66
TXN02420,287.99
TXN02421,141.41
TXN02422,102.67
TXN02423,142.25
TXN02424,100.63
TXN02425,274.54
TXN02426,337.68
TXN02427,300.43
TXN02428,161.54
TXN02429,436.08
TXN02430,153.1
TXN02431,313.39
TXN02432,477.65
TXN02433,350.06
TXN02434,101.9
TXN02435,186.38
TXN02436,198.83
TXN02437,246.01
TXN02438,260.86
TXN02439,154.69
TXN02440,343.08
TXN02441,383.42
TXN02442,293.26
TXN02443,276.46
TXN02444,152.96
TXN02445,467.21
TXN02446,267.49
TXN02447,215.87
TXN02448,323.57
TXN02449,120.53
TXN02450,366.58
TXN02451,139.46
TXN02452,178.52
TXN02453,287.95
TXN02454,127.8
TXN02455,226.04
TXN02456,204.65
TXN02457,359.01
TXN02458,126.82
TXN02459,235.32
TXN02460,294.99
TXN02461,454.56
TXN02462,162.69
TXN02463,431.99
TXN02464,478.72
TXN02465,192.01
TXN02466,345.31
TXN02467,104.57
TXN02468,482.53
TXN02469,405.15
TXN02470,243.16
TXN02471,339.77
TXN02472,154.26
TXN02473,379.27
TXN02474,439.71
TXN02475,116.71
TXN02476,361.39
TXN02477,492.67
TXN02478,175.28
TXN02479,340.04
TXN02480,323.54
TXN02481,287.2
TXN02482,194.7
TXN02483,381.93
TXN02484,112.08
TXN02485,133.63
TXN02486,347.76
TXN02487,340.96
TXN02488,434.31
TXN02489,221.83
TXN02490,491.31
TXN02491,208.93
TXN02492,295.78
TXN02493,368.78
TXN02494,361.68
TXN02495,442.49
TXN02496,114.78
TXN02497,404.34
TXN02498,481.11
TXN02499,115.94
TXN02500,493.17
TXN02501,283.53
TXN02502,127.14
TXN02503,224.01
TXN02504,429.15
TXN02505,255.74
TXN02506,444.08
TXN02507,329.99
TXN02508,478.32
TXN02509,193.21
TXN02510,253.98
TXN02511,411.92
TXN02512,112.53
TXN02513,180.23
TXN02514,374.87
TXN02515,108.49
TXN02516,288.06
TXN02517,463.41
TXN02518,260.59
TXN02519,461.58
TXN02520,391.72
TXN02521,138.63
TXN02522,120.47
TXN02523,446.1
TXN02524,108.07
TXN02525,424.14
TXN02526,382.3
TXN02527,298.77
TXN02528,453.46
TXN02529,271.73
TXN02530,355.65
TXN02531,456.16
TXN02532,112.68
TXN02533,442.19
TXN02534,464.76
TXN02535,422.05
TXN02536,459.14
TXN02537,301.14
TXN02538,417.2
TXN02539,282.53
TXN02540,281.57
TXN02541,127.34
TXN02542,387.56
TXN02543,481.16
TXN02544,330.47
TXN02545,140.35
TXN02546,228.11
TXN02547,285.04
TXN02548,192.64
TXN02549,198.9
TXN02550,405.28
TXN02551,147.49
TXN02552,205.48
TXN02553,443.6
TXN02554,275.86
TXN02555,322.37
TXN02556,385.55
TXN02557,279.7
TXN02558,465.16
TXN02559,476.36
TXN02560,254.01
TXN02561,423.69
TXN02562,377.7
TXN02563,319.69
TXN02564,126.67
TXN02565,487.52
TXN02566,436.41
TXN02567,334.74
TXN02568,147.07
TXN02569,439.8
TXN02570,403.26
TXN02571,349.52
TXN02572,439.15
TXN02573,303.56
TXN02574,464.72
TXN02575,165.84
TXN02576,330.98
TXN02577,369.51
TXN02578,125.59
TXN02579,451.67
TXN02580,110.33
TXN02581,311.93
TXN02582,139.97
TXN02583,378.28
TXN02584,370.95
TXN02585,324.1
TXN02586,233.89
TXN02587,247.16
TXN02588,286.08
TXN02589,190.76
TXN02590,382.46
TXN02591,211.24
TXN02592,282.29
TXN02593,266.53
TXN02594,149.59
TXN02595,228.35
TXN02596,326.19
TXN02597,488.38
TXN02598,108.72
TXN02599,428.63
TXN02600,274.08
TXN02601,348.9
TXN02602,202.18
TXN02603,318.97
TXN02604,468.79
TXN02605,138.19
TXN02606,399.89
TXN02607,100.91
TXN02608,123.64
TXN02609,393.69
TXN02610,114.48
TXN02611,277.83
TXN02612,264.12
TXN02613,159.6
TXN02614,409.69
TXN02615,497.94
TXN02616,120.37
TXN02617,269.12
TXN02618,487.6
TXN02619,116.14
TXN02620,407.49
TXN02621,342.91
TXN02622,163.56
TXN02623,264.45
TXN02624,396.23
TXN02625,170.59
TXN02626,324.73
TXN02627,364.69
TXN02628,232.08
TXN02629,416.81
TXN02630,161.55
TXN02631,469.57
TXN02632,397.06
TXN02633,203.45
TXN02634,335.48
TXN02635,294.17
TXN02636,429.13
TXN02637,339.68
TXN02638,458.45
TXN02639,249.93
TXN02640,418.78
TXN02641,356.83
TXN02642,338.62
TXN02643,375.86
TXN02644,424.98
TXN02645,263.15
TXN02646,429.6
TXN02647,228.68
TXN02648,210.34
TXN02649,393.11
TXN02650,246.49
TXN02651,460.53
TXN02652,284.58
TXN02653,324.12
TXN02654,491.35
TXN02655,366.8
TXN02656,390.82
TXN02657,481.9
TXN02658,293.73
TXN02659,126.77
TXN02660,123.94
TXN02661,380.34
TXN02662,175.01
TXN02663,334.79
TXN02664,378.34
TXN02665,241.84
TXN02666,385.58
TXN02667,122.06
TXN02668,272.07
TXN02669,422.63
TXN02670,283.84
TXN02671,323.3
TXN02672,178.02
TXN02673,260.52
TXN02674,407.14
TXN02675,142.73
TXN02676,215.79
TXN02677,189.76
TXN02678,108.01
TXN02679,124.51
TXN02680,469.89
TXN02681,240.08
TXN02682,481.64
TXN02683,123.55
TXN02684,217.41
TXN02685,180.39
TXN02686,139.84
TXN02687,372.83
TXN02688,438.69
TXN02689,285.94
TXN02690,159.06
TXN02691,410.56
TXN02692,100.24
TXN02693,144.2
TXN02694,162.3
TXN02695,279.15
TXN02696,497.15
TXN02697,393.99
TXN02698,287.49
TXN02699,275.63
TXN02700,185.2
TXN02701,482.99
TXN02702,103.71
TXN02703,449.34
TXN02704,404.43
TXN02705,171.38
TXN02706,378.52
TXN02707,162.91
TXN02708,388.28
TXN02709,466.71
TXN02710,375.02
TXN02711,184.26
TXN02712,319.1
TXN02713,140.28
TXN02714,463.38
TXN02715,262.88
TXN02716,259.06
TXN02717,473.17
TXN02718,167.18
TXN02719,453.53
TXN02720,113.86
TXN02721,395.3
TXN02722,224.8
TXN02723,480.3
TXN02724,258.51
TXN02725,493.61
TXN02726,192.85
TXN02727,126.7
TXN02728,304.11
TXN02729,498.24
TXN02730,209.08
TXN02731,293.0
TXN02732,234.19
TXN02733,121.67
TXN02734,213.1
TXN02735,422.76
TXN02736,495.53
TXN02737,304.95
TXN02738,492.43
TXN02739,117.92
TXN02740,181.67
TXN02741,348.14
TXN02742,256.31
TXN02743,463.22
TXN02744,228.11
TXN02745,418.22
TXN02746,240.37
TXN02747,365.25
TXN02748,173.91
TXN02749,464.11
TXN02750,195.02
TXN02751,111.8
TXN02752,349.53
TXN02753,496.28
TXN02754,190.57
TXN02755,446.05
TXN02756,161.89
TXN02757,408.32
TXN02758,122.17
TXN02759,425.58
TXN02760,272.78
TXN02761,275.62
TXN02762,262.38
TXN02763,229.19
TXN02764,362.39
TXN02765,229.73
TXN02766,394.35
TXN02767,171.5
TXN02768,162.71
TXN02769,488.65
TXN02770,145.57
TXN02771,444.97
TXN02772,491.13
TXN02773,211.02
TXN02774,233.98
TXN02775,380.51
TXN02776,478.02
TXN02777,300.23
TXN02778,273.73
TXN02779,129.31
TXN02780,320.06
TXN02781,104.81
TXN02782,321.61
TXN02783,127.11
TXN02784,490.4
TXN02785,307.72
TXN02786,481.43
TXN02787,281.23
TXN02788,174.72
TXN02789,189.43
TXN02790,410.31
TXN02791,277.43
TXN02792,323.17
TXN02793,474.15
TXN02794,361.41
TXN02795,253.94
