Transaction_ID,Date,YearMonth
TXN01973,2024-02-01,2024-02
TXN01974,2024-06-14,2024-06
TXN01975,2024-07-27,2024-07
TXN01976,2024-10-17,2024-10
TXN01977,2024-01-31,2024-01
TXN01978,2024-08-24,2024-08
TXN01979,2024-05-12,2024-05
TXN01980,2024-10-01,2024-10
TXN01981,2024-03-17,2024-03
TXN01982,2024-08-04,2024-08
TXN01983,2024-12-20,2024-12
TXN01984,2024-04-27,2024-04
TXN01985,2024-12-20,2024-12
TXN01986,2024-08-03,2024-08
TXN01987,2024-10-17,2024-10
TXN01988,2024-02-28,2024-02
TXN01989,2024-09-28,2024-09
TXN01990,2024-09-30,2024-09
TXN01991,2024-04-22,2024-04
TXN01992,2024-02-08,2024-02
TXN01993,2024-07-22,2024-07
TXN01994,2024-12-21,2024-12
TXN01995,2024-12-13,2024-12
TXN01996,2024-04-14,2024-04
TXN01997,2024-05-09,2024-05
TXN01998,2024-08-13,2024-08
TXN01999,2024-11-14,2024-11
TXN02000,2024-06-02,2024-06
TXN02001,2024-07-22,2024-07
TXN02002,2024-01-10,2024-01
TXN02003,2024-06-20,2024-06
TXN02004,2024-12-26,2024-12
TXN02005,2024-02-14,2024-02
TXN02006,2024-01-16,2024-01
TXN02007,2024-07-08,2024-07
TXN02008,2024-01-24,2024-01
TXN02009,2024-03-28,2024-03
TXN02010,2024-09-03,2024-09
TXN02011,2024-06-25,2024-06
TXN02012,2024-05-30,2024-05
TXN02013,2024-11-19,2024-11
TXN02014,2024-01-24,2024-01
TXN02015,2024-06-24,2024-06
TXN02016,2024-07-25,2024-07
TXN02017,2024-11-30,2024-11
TXN02018,2024-02-13,2024-02
TXN02019,2024-05-04,2024-05
TXN02020,2024-09-22,2024-09
TXN02021,2024-06-10,2024-06
TXN02022,2024-06-03,2024-06
TXN02023,2024-05-17,2024-05
TXN02024,2024-10-09,2024-10
TXN02025,2024-09-23,2024-09
TXN02026,2024-09-22,2024-09
TXN02027,2024-10-30,2024-10
TXN02028,2024-09-25,2024-09
TXN02029,2024-06-25,2024-06
TXN02030,2024-02-10,2024-02
TXN02031,2024-08-09,2024-08
TXN02032,2024-04-27,2024-04
TXN02033,2024-03-16,2024-03
TXN02034,2024-11-08,2024-11
TXN02035,2024-01-20,2024-01
TXN02036,2024-04-26,2024-04
TXN02037,2024-11-06,2024-11
TXN02038,2024-03-30,2024-03
TXN02039,2024-08-10,2024-08
TXN02040,2024-10-19,2024-10
TXN02041,2024-06-20,2024-06
TXN02042,2024-03-07,2024-03
TXN02043,2024-01-30,2024-01
TXN02044,2024-01-21,2024-01
TXN02045,2024-01-08,2024-01
TXN02046,2024-12-07,2024-12
TXN02047,2024-12-20,2024-12
TXN02048,2024-02-03,2024-02
TXN02049,2024-03-30,2024-03
TXN02050,2024-12-25,2024-12
TXN02051,2024-10-02,2024-10
TXN02052,2024-03-26,2024-03
TXN02053,2024-01-29,2024-01
TXN02054,2024-07-25,2024-07
TXN02055,2024-10-12,2024-10
TXN02056,2024-02-18,2024-02
TXN02057,2024-04-27,2024-04
TXN02058,2024-09-01,2024-09
TXN02059,2024-10-23,2024-10
TXN02060,2024-07-14,2024-07
TXN02061,2024-05-01,2024-05
TXN02062,2024-09-01,2024-09
TXN02063,2024-09-13,2024-09
TXN02064,2024-01-09,2024-01
TXN02065,2024-05-23,2024-05
TXN02066,2024-09-23,2024-09
TXN02067,2024-11-24,2024-11
TXN02068,2024-09-27,2024-09
TXN02069,2024-01-13,2024-01
TXN02070,2024-02-02,2024-02
TXN02071,2024-06-27,2024-06
TXN02072,2024-07-22,2024-07
TXN02073,2024-11-03,2024-11
TXN02074,2024-08-20,2024-08
TXN02075,2024-06-08,2024-06
TXN02076,2024-12-03,2024-12
TXN02077,2024-07-28,2024-07
TXN02078,2024-01-22,2024-01
TXN02079,2024-06-23,2024-06
TXN02080,2024-09-08,2024-09
TXN02081,2024-11-28,2024-11
TXN02082,2024-04-13,2024-04
TXN02083,2024-02-29,2024-02
TXN02084,2024-10-23,2024-10
TXN02085,2024-01-24,2024-01
TXN02086,2024-03-04,2024-03
TXN02087,2024-06-22,2024-06
TXN02088,2024-09-03,2024-09
TXN02089,2024-02-16,2024-02
TXN02090,2024-12-18,2024-12
TXN02091,2024-09-26,2024-09
TXN02092,2024-12-02,2024-12
TXN02093,2024-10-13,2024-10
TXN02094,2024-08-02,2024-08
TXN02095,2024-01-20,2024-01
TXN02096,2024-02-10,2024-02
TXN02097,2024-10-19,2024-10
TXN02098,2024-07-25,2024-07
TXN02099,2024-07-06,2024-07
TXN02100,2024-09-01,2024-09
TXN02101,2024-10-22,2024-10
TXN02102,2024-12-11,2024-12
TXN02103,2024-09-02,2024-09
TXN02104,2024-10-05,2024-10
TXN02105,2024-08-27,2024-08
TXN02106,2024-04-09,2024-04
TXN02107,2024-08-15,2024-08
TXN02108,2024-09-19,2024-09
TXN02109,2024-09-16,2024-09
TXN02110,2024-02-17,2024-02
TXN02111,2024-09-07,2024-09
TXN02112,2024-02-08,2024-02
TXN02113,2024-12-29,2024-12
TXN02114,2024-07-03,2024-07
TXN02115,2024-09-25,2024-09
TXN02116,2024-05-25,2024-05
TXN02117,2024-08-26,2024-08
TXN02118,2024-08-02,2024-08
TXN02119,2024-03-23,2024-03
TXN02120,2024-06-21,2024-06
TXN02121,2024-04-13,2024-04
TXN02122,2024-03-28,2024-03
TXN02123,2024-08-04,2024-08
TXN02124,2024-10-25,2024-10
TXN02125,2024-12-18,2024-12
TXN02126,2024-09-25,2024-09
TXN02127,2024-10-02,2024-10
TXN02128,2024-07-15,2024-07
TXN02129,2024-09-21,2024-09
TXN02130,2024-02-22,2024-02
TXN02131,2024-03-15,2024-03
TXN02132,2024-03-03,2024-03
TXN02133,2024-05-29,2024-05
TXN02134,2024-08-02,2024-08
TXN02135,2024-05-10,2024-05
TXN02136,2024-09-22,2024-09
TXN02137,2024-08-18,2024-08
TXN02138,2024-04-28,2024-04
TXN02139,2024-09-15,2024-09
TXN02140,2024-03-09,2024-03
TXN02141,2024-06-07,2024-06
TXN02142,2025-01-01,2025-01
TXN02143,2024-08-19,2024-08
TXN02144,2024-03-24,2024-03
TXN02145,2024-11-05,2024-11
TXN02146,2024-09-10,2024-09
TXN02147,2024-07-06,2024-07
TXN02148,2024-08-24,2024-08
TXN02149,2024-10-09,2024-10
TXN02150,2024-08-24,2024-08
TXN02151,2024-05-12,2024-05
TXN02152,2024-05-31,2024-05
TXN02153,2024-12-01,2024-12
TXN02154,2024-02-14,2024-02
TXN02155,2024-03-18,2024-03
TXN02156,2024-02-28,2024-02
TXN02157,2024-02-18,2024-02
TXN02158,2024-03-22,2024-03
TXN02159,2024-04-29,2024-04
TXN02160,2024-09-26,2024-09
TXN02161,2024-02-23,2024-02
TXN02162,2024-02-16,2024-02
TXN02163,2024-08-17,2024-08
TXN02164,2024-11-23,2024-11
TXN02165,2024-09-22,2024-09
TXN02166,2024-08-25,2024-08
TXN02167,2024-09-14,2024-09
TXN02168,2024-07-24,2024-07
TXN02169,2024-10-20,2024-10
TXN02170,2024-06-23,2024-06
TXN02171,2024-05-01,2024-05
TXN02172,2024-09-10,2024-09
TXN02173,2024-03-14,2024-03
TXN02174,2024-11-05,2024-11
TXN02175,2024-09-27,2024-09
TXN02176,2024-04-28,2024-04
TXN02177,2024-03-18,2024-03
TXN02178,2024-08-14,2024-08
TXN02179,2024-03-23,2024-03
TXN02180,2024-01-10,2024-01
TXN02181,2024-12-10,2024-12
TXN02182,2024-10-14,2024-10
TXN02183,2024-01-08,2024-01
TXN02184,2024-06-05,2024-06
TXN02185,2024-10-22,2024-10
TXN02186,2024-06-29,2024-06
TXN02187,2024-08-20,2024-08
TXN02188,2024-12-30,2024-12
TXN02189,2024-10-14,2024-10
TXN02190,2024-08-30,2024-08
TXN02191,2024-07-25,2024-07
TXN02192,2024-02-19,2024-02
TXN02193,2024-07-10,2024-07
TXN02194,2024-03-17,2024-03
TXN02195,2024-06-15,2024-06
TXN02196,2024-02-16,2024-02
TXN02197,2024-04-06,2024-04
TXN02198,2024-08-29,2024-08
TXN02199,2024-03-02,2024-03
TXN02200,2024-11-21,2024-11
TXN02201,2024-11-02,2024-11
TXN02202,2024-04-05,2024-04
TXN02203,2024-05-22,2024-05
TXN02204,2024-06-09,2024-06
TXN02205,2024-12-27,2024-12
TXN02206,2024-01-13,2024-01
TXN02207,2024-09-09,2024-09
TXN02208,2025-01-05,2025-01
TXN02209,2024-03-10,2024-03
TXN02210,2024-10-03,2024-10
TXN02211,2024-05-26,2024-05
TXN02212,2024-06-27,2024-06
TXN02213,2024-12-29,2024-12
TXN02214,2024-07-27,2024-07
TXN02215,2024-08-05,2024-08
TXN02216,2024-08-15,2024-08
TXN02217,2024-02-04,2024-02
TXN02218,2024-04-18,2024-04
TXN02219,2024-11-14,2024-11
TXN02220,2024-12-06,2024-12
TXN02221,2024-01-18,2024-01
TXN02222,2024-08-27,2024-08
TXN02223,2024-05-03,2024-05
TXN02224,2024-09-16,2024-09
TXN02225,2024-11-29,2024-11
TXN02226,2024-07-13,2024-07
TXN02227,2024-05-07,2024-05
TXN02228,2024-06-17,2024-06
TXN02229,2024-11-20,2024-11
TXN02230,2024-04-05,2024-04
TXN02231,2024-07-16,2024-07
TXN02232,2024-07-07,2024-07
TXN02233,2024-04-06,2024-04
TXN02234,2024-03-25,2024-03
TXN02235,2024-08-24,2024-08
TXN02236,2024-07-29,2024-07
TXN02237,2024-01-11,2024-01
TXN02238,2024-02-16,2024-02
TXN02239,2024-12-27,2024-12
TXN02240,2024-01-16,2024-01
TXN02241,2024-11-20,2024-11
TXN02242,2024-04-16,2024-04
TXN02243,2024-06-06,2024-06
TXN02244,2024-11-23,2024-11
TXN02245,2024-10-08,2024-10
TXN02246,2024-04-17,2024-04
TXN02247,2024-12-21,2024-12
TXN02248,2024-08-12,2024-08
TXN02249,2024-01-22,2024-01
TXN02250,2025-01-05,2025-01
TXN02251,2024-02-07,2024-02
TXN02252,2024-07-21,2024-07
TXN02253,2024-10-08,2024-10
TXN02254,2024-10-02,2024-10
TXN02255,2024-08-18,2024-08
TXN02256,2024-05-22,2024-05
TXN02257,2024-10-15,2024-10
TXN02258,2024-09-30,2024-09
TXN02259,2024-05-21,2024-05
TXN02260,2024-10-27,2024-10
TXN02261,2024-03-17,2024-03
TXN02262,2024-12-02,2024-12
TXN02263,2024-11-19,2024-11
TXN02264,2024-05-05,2024-05
TXN02265,2024-11-03,2024-11
TXN02266,2024-04-14,2024-04
TXN02267,2024-12-26,2024-12
TXN02268,2024-04-29,2024-04
TXN02269,2024-08-29,2024-08
TXN02270,2024-02-10,2024-02
TXN02271,2024-06-30,2024-06
TXN02272,2024-11-30,2024-11
TXN02273,2024-05-21,2024-05
TXN02274,2024-09-28,2024-09
TXN02275,2024-09-16,2024-09
TXN02276,2024-12-26,2024-12
TXN02277,2024-12-13,2024-12
TXN02278,2024-08-25,2024-08
TXN02279,2024-11-27,2024-11
TXN02280,2024-11-08,2024-11
TXN02281,2024-06-10,2024-06
TXN02282,2024-09-15,2024-09
TXN02283,2024-09-12,2024-09
TXN02284,2024-10-02,2024-10
TXN02285,2024-07-03,2024-07
TXN02286,2024-10-26,2024-10
TXN02287,2024-06-06,2024-06
TXN02288,2024-11-26,2024-11
TXN02289,2024-02-04,2024-02
TXN02290,2024-11-23,2024-11
TXN02291,2024-11-20,2024-11
TXN02292,2024-12-03,2024-12
TXN02293,2024-05-20,2024-05
TXN02294,2024-12-08,2024-12
TXN02295,2024-03-06,2024-03
TXN02296,2024-10-03,2024-10
TXN02297,2024-02-12,2024-02
TXN02298,2024-09-15,2024-09
TXN02299,2024-11-10,2024-11
TXN02300,2024-08-09,2024-08
TXN02301,2024-04-12,2024-04
TXN02302,2024-12-23,2024-12
TXN02303,2024-01-12,2024-01
TXN02304,2024-06-30,2024-06
TXN02305,2024-12-26,2024-12
TXN02306,2024-05-09,2024-05
TXN02307,2024-02-21,2024-02
TXN02308,2024-05-30,2024-05
TXN02309,2024-12-31,2024-12
TXN02310,2024-04-02,2024-04
TXN02311,2024-09-17,2024-09
TXN02312,2024-11-13,2024-11
TXN02313,2024-06-09,2024-06
TXN02314,2024-07-09,2024-07
TXN02315,2024-05-19,2024-05
TXN02316,2024-11-14,2024-11
TXN02317,2025-01-01,2025-01
TXN02318,2024-11-26,2024-11
TXN02319,2024-02-02,2024-02
TXN02320,2024-11-19,2024-11
TXN02321,2024-02-04,2024-02
TXN02322,2024-08-01,2024-08
TXN02323,2024-10-27,2024-10
TXN02324,2024-07-23,2024-07
TXN02325,2024-09-21,2024-09
TXN02326,2024-12-05,2024-12
TXN02327,2024-12-23,2024-12
TXN02328,2024-01-08,2024-01
TXN02329,2024-02-27,2024-02
TXN02330,2024-10-01,2024-10
TXN02331,2024-08-27,2024-08
TXN02332,2024-10-28,2024-10
TXN02333,2024-03-26,2024-03
TXN02334,2024-11-27,2024-11
TXN02335,2024-04-04,2024-04
TXN02336,2024-08-17,2024-08
TXN02337,2024-02-18,2024-02
TXN02338,2024-12-14,2024-12
TXN02339,2024-03-10,2024-03
TXN02340,2024-01-08,2024-01
TXN02341,2024-06-07,2024-06
TXN02342,2024-07-14,2024-07
TXN02343,2024-07-13,2024-07
TXN02344,2024-04-21,2024-04
TXN02345,2024-03-04,2024-03
TXN02346,2024-07-30,2024-07
TXN02347,2024-02-07,2024-02
TXN02348,2024-09-18,2024-09
TXN02349,2024-09-27,2024-09
TXN02350,2024-05-22,2024-05
TXN02351,2024-10-17,2024-10
TXN02352,2024-10-16,2024-10
TXN02353,2024-06-25,2024-06
TXN02354,2024-07-08,2024-07
TXN02355,2024-09-12,2024-09
TXN02356,2024-10-01,2024-10
TXN02357,2024-04-02,2024-04
TXN02358,2024-11-08,2024-11
TXN02359,2024-06-06,2024-06
TXN02360,2024-10-24,2024-10
TXN02361,2024-03-12,2024-03
TXN02362,2024-12-30,2024-12
TXN02363,2024-05-23,2024-05
TXN02364,2024-09-14,2024-09
TXN02365,2024-04-03,2024-04
TXN02366,2024-11-09,2024-11
TXN02367,2024-07-11,2024-07
TXN02368,2024-04-05,2024-04
TXN02369,2024-10-27,2024-10
TXN02370,2024-03-11,2024-03
TXN02371,2024-03-01,2024-03
TXN02372,2024-10-28,2024-10
TXN02373,2024-09-15,2024-09
TXN02374,2024-05-20,2024-05
TXN02375,2024-03-20,2024-03
TXN02376,2024-08-29,2024-08
TXN02377,2024-04-02,2024-04
TXN02378,2024-11-10,2024-11
TXN02379,2024-09-08,2024-09
TXN02380,2024-01-30,2024-01
TXN02381,2024-03-11,2024-03
TXN02382,2024-08-18,2024-08
TXN02383,2024-09-26,2024-09
TXN02384,2024-09-14,2024-09
TXN02385,2024-11-22,2024-11
TXN02386,2024-08-20,2024-08
TXN02387,2024-04-09,2024-04
TXN02388,2024-11-15,2024-11
TXN02389,2024-04-12,2024-04
TXN02390,2024-12-18,2024-12
TXN02391,2024-06-28,2024-06
TXN02392,2024-05-02,2024-05
TXN02393,2024-10-13,2024-10
TXN02394,2024-09-28,2024-09
TXN02395,2024-01-25,2024-01
TXN02396,2024-02-20,2024-02
TXN02397,2024-08-14,2024-08
TXN02398,2024-07-27,2024-07
TXN02399,2024-08-26,2024-08
TXN02400,2024-10-05,2024-10
TXN02401,2024-10-02,2024-10
TXN02402,2024-11-08,2024-11
TXN02403,2024-08-07,2024-08
TXN02404,2024-08-31,2024-08
TXN02405,2024-01-31,2024-01
TXN02406,2024-12-13,2024-12
TXN02407,2024-07-03,2024-07
TXN02408,2024-01-16,2024-01
TXN02409,2024-05-09,2024-05
TXN02410,2024-09-10,2024-09
TXN02411,2024-10-16,2024-10
TXN02412,2024-03-15,2024-03
TXN02413,2024-11-03,2024-11
TXN02414,2024-05-24,2024-05
TXN02415,2024-12-02,2024-12
TXN02416,2024-12-29,2024-12
TXN02417,2024-08-01,2024-08
TXN02418,2024-03-21,2024-03
TXN02419,2024-10-27,2024-10
TXN02420,2024-08-13,2024-08
TXN02421,2024-02-05,2024-02
TXN02422,2024-03-06,2024-03
TXN02423,2024-05-13,2024-05
TXN02424,2024-02-28,2024-02
TXN02425,2024-10-13,2024-10
TXN02426,2024-02-05,2024-02
TXN02427,2024-12-25,2024-12
TXN02428,2024-02-08,2024-02
TXN02429,2024-11-28,2024-11
TXN02430,2024-12-19,2024-12
TXN02431,2024-08-07,2024-08
TXN02432,2024-01-15,2024-01
TXN02433,2024-10-07,2024-10
TXN02434,2024-10-01,2024-10
TXN02435,2024-09-22,2024-09
TXN02436,2024-03-21,2024-03
TXN02437,2024-05-06,2024-05
TXN02438,2024-09-15,2024-09
TXN02439,2024-03-31,2024-03
TXN02440,2024-11-04,2024-11
TXN02441,2024-08-11,2024-08
TXN02442,2024-06-27,2024-06
TXN02443,2024-05-15,2024-05
TXN02444,2024-06-10,2024-06
TXN02445,2024-02-26,2024-02
TXN02446,2024-04-25,2024-04
TXN02447,2024-05-04,2024-05
TXN02448,2024-08-23,2024-08
TXN02449,2024-09-11,2024-09
TXN02450,2024-02-03,2024-02
TXN02451,2024-12-28,2024-12
TXN02452,2024-02-18,2024-02
TXN02453,2024-01-16,2024-01
TXN02454,2024-04-29,2024-04
TXN02455,2024-09-30,2024-09
TXN02456,2024-09-20,2024-09
TXN02457,2024-08-15,2024-08
TXN02458,2024-07-25,2024-07
TXN02459,2024-09-21,2024-09
TXN02460,2024-01-26,2024-01
TXN02461,2024-12-15,2024-12
TXN02462,2025-01-05,2025-01
TXN02463,2024-12-22,2024-12
TXN02464,2024-07-30,2024-07
TXN02465,2024-06-01,2024-06
TXN02466,2024-08-04,2024-08
TXN02467,2024-01-27,2024-01
TXN02468,2024-07-17,2024-07
TXN02469,2024-08-27,2024-08
TXN02470,2024-10-23,2024-10
TXN02471,2024-06-28,2024-06
TXN02472,2024-10-15,2024-10
TXN02473,2024-06-19,2024-06
TXN02474,2024-07-19,2024-07
TXN02475,2024-06-02,2024-06
TXN02476,2024-11-26,2024-11
TXN02477,2025-01-04,2025-01
TXN02478,2024-04-23,2024-04
TXN02479,2024-06-04,2024-06
TXN02480,2024-12-01,2024-12
TXN02481,2024-04-12,2024-04
TXN02482,2024-07-14,2024-07
TXN02483,2024-08-02,2024-08
TXN02484,2024-02-27,2024-02
TXN02485,2024-08-05,2024-08
TXN02486,2024-06-02,2024-06
TXN02487,2024-09-25,2024-09
TXN02488,2024-01-30,2024-01
TXN02489,2024-08-21,2024-08
TXN02490,2024-09-28,2024-09
TXN02491,2024-04-24,2024-04
TXN02492,2024-10-08,2024-10
TXN02493,2024-01-13,2024-01
TXN02494,2024-10-21,2024-10
TXN02495,2024-11-20,2024-11
TXN02496,2024-11-03,2024-11
TXN02497,2024-09-23,2024-09
TXN02498,2024-05-23,2024-05
TXN02499,2024-02-20,2024-02
TXN02500,2024-04-03,2024-04
TXN02501,2024-11-18,2024-11
TXN02502,2024-11-25,2024-11
TXN02503,2024-07-14,2024-07
TXN02504,2024-11-07,2024-11
TXN02505,2024-11-01,2024-11
TXN02506,2024-01-27,2024-01
TXN02507,2024-07-23,2024-07
TXN02508,2024-03-06,2024-03
TXN02509,2024-09-16,2024-09
TXN02510,2024-10-29,2024-10
TXN02511,2025-01-04,2025-01
TXN02512,2024-06-24,2024-06
TXN02513,2024-05-25,2024-05
TXN02514,2024-11-27,2024-11
TXN02515,2024-04-22,2024-04
TXN02516,2024-01-26,2024-01
TXN02517,2024-04-01,2024-04
TXN02518,2024-04-19,2024-04
TXN02519,2024-09-22,2024-09
TXN02520,2024-04-30,2024-04
TXN02521,2024-10-30,2024-10
TXN02522,2024-04-12,2024-04
TXN02523,2024-09-04,2024-09
TXN02524,2024-01-16,2024-01
TXN02525,2024-03-04,2024-03
TXN02526,2024-09-05,2024-09
TXN02527,2024-09-07,2024-09
TXN02528,2024-11-28,2024-11
TXN02529,2024-12-20,2024-12
TXN02530,2024-08-05,2024-08
TXN02531,2024-08-19,2024-08
TXN02532,2024-05-02,2024-05
TXN02533,2024-03-20,2024-03
TXN02534,2024-07-13,2024-07
TXN02535,2024-04-12,2024-04
TXN02536,2024-10-26,2024-10
TXN02537,2024-10-04,2024-10
TXN02538,2024-01-21,2024-01
TXN02539,2024-09-14,2024-09
TXN02540,2024-01-18,2024-01
TXN02541,2024-02-03,2024-02
TXN02542,2024-12-03,2024-12
TXN02543,2024-10-25,2024-10
TXN02544,2024-08-10,2024-08
TXN02545,2024-01-30,2024-01
TXN02546,2024-07-19,2024-07
TXN02547,2024-08-24,2024-08
TXN02548,2024-01-22,2024-01
TXN02549,2024-08-03,2024-08
TXN02550,2024-01-26,2024-01
TXN02551,2024-05-30,2024-05
TXN02552,2024-11-24,2024-11
TXN02553,2024-10-13,2024-10
TXN02554,2024-11-20,2024-11
TXN02555,2024-07-28,2024-07
TXN02556,2024-06-07,2024-06
TXN02557,2024-08-24,2024-08
TXN02558,2024-05-28,2024-05
TXN02559,2024-12-20,2024-12
TXN02560,2024-08-02,2024-08
TXN02561,2024-02-02,2024-02
TXN02562,2024-01-11,2024-01
TXN02563,2024-01-10,2024-01
TXN02564,2024-11-24,2024-11
TXN02565,2024-08-25,2024-08
TXN02566,2024-05-06,2024-05
TXN02567,2024-12-12,2024-12
TXN02568,2025-01-07,2025-01
TXN02569,2024-11-29,2024-11
TXN02570,2024-01-29,2024-01
TXN02571,2024-03-08,2024-03
TXN02572,2024-12-05,2024-12
TXN02573,2024-05-03,2024-05
TXN02574,2024-12-03,2024-12
TXN02575,2024-12-09,2024-12
TXN02576,2024-04-27,2024-04
TXN02577,2024-07-27,2024-07
TXN02578,2024-10-29,2024-10
TXN02579,2024-06-24,2024-06
TXN02580,2024-09-06,2024-09
TXN02581,2024-04-21,2024-04
TXN02582,2024-11-26,2024-11
TXN02583,2024-04-11,2024-04
TXN02584,2024-07-02,2024-07
TXN02585,2024-10-14,2024-10
TXN02586,2024-11-21,2024-11
TXN02587,2024-05-18,2024-05
TXN02588,2024-10-29,2024-10
TXN02589,2024-02-28,2024-02
TXN02590,2024-03-28,2024-03
TXN02591,2024-12-13,2024-12
TXN02592,2024-05-28,2024-05
TXN02593,2025-01-01,2025-01
TXN02594,2024-06-06,2024-06
TXN02595,2024-05-21,2024-05
TXN02596,2024-08-20,2024-08
TXN02597,2024-05-13,2024-05
TXN02598,2024-09-20,2024-09
TXN02599,2024-07-16,2024-07
TXN02600,2024-06-29,2024-06
TXN02601,2024-01-21,2024-01
TXN02602,2025-01-02,2025-01
TXN02603,2024-05-09,2024-05
TXN02604,2024-09-23,2024-09
TXN02605,2024-03-31,2024-03
TXN02606,2024-02-26,2024-02
TXN02607,2024-03-18,2024-03
TXN02608,2024-10-20,2024-10
TXN02609,2024-07-12,2024-07
TXN02610,2024-02-06,2024-02
TXN02611,2024-12-09,2024-12
TXN02612,2024-02-06,2024-02
TXN02613,2024-04-24,2024-04
TXN02614,2024-09-26,2024-09
TXN02615,2024-11-08,2024-11
TXN02616,2024-12-28,2024-12
TXN02617,2024-03-22,2024-03
TXN02618,2024-11-24,2024-11
TXN02619,2024-07-18,2024-07
TXN02620,2024-08-11,2024-08
TXN02621,2024-02-24,2024-02
TXN02622,2024-10-06,2024-10
TXN02623,2024-04-13,2024-04
TXN02624,2024-03-24,2024-03
TXN02625,2024-11-14,2024-11
TXN02626,2024-03-01,2024-03
TXN02627,2024-08-31,2024-08
TXN02628,2024-02-01,2024-02
TXN02629,2024-07-16,2024-07
TXN02630,2024-05-19,2024-05
TXN02631,2024-01-23,2024-01
TXN02632,2024-04-30,2024-04
TXN02633,2024-08-29,2024-08
TXN02634,2024-06-19,2024-06
TXN02635,2024-04-25,2024-04
TXN02636,2024-11-14,2024-11
TXN02637,2024-10-08,2024-10
TXN02638,2024-04-15,2024-04
TXN02639,2024-08-06,2024-08
TXN02640,2025-01-06,2025-01
TXN02641,2024-02-09,2024-02
TXN02642,2024-11-06,2024-11
TXN02643,2024-06-09,2024-06
TXN02644,2024-04-23,2024-04
TXN02645,2024-11-29,2024-11
TXN02646,2024-08-24,2024-08
TXN02647,2024-12-09,2024-12
TXN02648,2024-04-13,2024-04
TXN02649,2024-03-07,2024-03
TXN02650,2024-10-24,2024-10
TXN02651,2025-01-07,2025-01
TXN02652,2024-04-03,2024-04
TXN02653,2024-06-08,2024-06
TXN02654,2024-11-30,2024-11
TXN02655,2024-12-14,2024-12
TXN02656,2024-11-22,2024-11
TXN02657,2024-04-19,2024-04
TXN02658,2024-04-29,2024-04
TXN02659,2024-11-05,2024-11
TXN02660,2024-08-17,2024-08
TXN02661,2024-11-22,2024-11
TXN02662,2025-01-04,2025-01
TXN02663,2024-06-13,2024-06
TXN02664,2024-07-08,2024-07
TXN02665,2024-09-17,2024-09
TXN02666,2024-05-27,2024-05
TXN02667,2024-02-17,2024-02
TXN02668,2024-08-29,2024-08
TXN02669,2024-03-17,2024-03
TXN02670,2024-06-24,2024-06
TXN02671,2024-02-28,2024-02
TXN02672,2024-06-27,2024-06
TXN02673,2024-04-11,2024-04
TXN02674,2024-04-15,2024-04
TXN02675,2024-12-10,2024-12
TXN02676,2024-12-17,2024-12
TXN02677,2024-06-12,2024-06
TXN02678,2024-04-17,2024-04
TXN02679,2024-03-25,2024-03
TXN02680,2024-11-15,2024-11
TXN02681,2024-07-07,2024-07
TXN02682,2024-06-17,2024-06
TXN02683,2024-10-07,2024-10
TXN02684,2024-01-11,2024-01
TXN02685,2024-04-28,2024-04
TXN02686,2024-12-06,2024-12
TXN02687,2024-03-15,2024-03
TXN02688,2024-12-12,2024-12
TXN02689,2024-09-08,2024-09
TXN02690,2024-08-08,2024-08
TXN02691,2024-03-22,2024-03
TXN02692,2024-08-29,2024-08
TXN02693,2024-09-16,2024-09
TXN02694,2024-03-02,2024-03
TXN02695,2024-12-24,2024-12
TXN02696,2024-12-28,2024-12
TXN02697,2024-11-23,2024-11
TXN02698,2024-09-30,2024-09
TXN02699,2024-03-06,2024-03
TXN02700,2024-12-07,2024-12
TXN02701,2024-07-12,2024-07
TXN02702,2024-12-24,2024-12
TXN02703,2024-01-10,2024-01
TXN02704,2024-06-16,2024-06
TXN02705,2024-06-19,2024-06
TXN02706,2025-01-02,2025-01
TXN02707,2024-11-27,2024-11
TXN02708,2024-04-24,2024-04
TXN02709,2024-10-31,2024-10
TXN02710,2024-07-08,2024-07
TXN02711,2024-09-16,2024-09
TXN02712,2024-01-19,2024-01
TXN02713,2024-11-07,2024-11
TXN02714,2024-01-26,2024-01
TXN02715,2024-09-11,2024-09
TXN02716,2024-07-13,2024-07
TXN02717,2024-05-25,2024-05
TXN02718,2024-04-01,2024-04
TXN02719,2024-06-04,2024-06
TXN02720,2024-11-07,2024-11
TXN02721,2024-05-04,2024-05
TXN02722,2024-08-27,2024-08
TXN02723,2024-11-05,2024-11
TXN02724,2024-08-02,2024-08
TXN02725,2024-12-26,2024-12
TXN02726,2024-11-26,2024-11
TXN02727,2024-12-12,2024-12
TXN02728,2024-09-30,2024-09
TXN02729,2024-04-12,2024-04
TXN02730,2024-06-15,2024-06
TXN02731,2024-07-26,2024-07
TXN02732,2024-09-15,2024-09
TXN02733,2024-03-09,2024-03
TXN02734,2024-08-30,2024-08
TXN02735,2024-02-28,2024-02
TXN02736,2024-09-30,2024-09
TXN02737,2025-01-03,2025-01
TXN02738,2024-05-17,2024-05
TXN02739,2024-10-04,2024-10
TXN02740,2024-03-04,2024-03
TXN02741,2024-02-15,2024-02
TXN02742,2024-02-25,2024-02
TXN02743,2024-05-01,2024-05
TXN02744,2024-12-12,2024-12
TXN02745,2024-02-13,2024-02
TXN02746,2024-02-18,2024-02
TXN02747,2024-03-23,2024-03
TXN02748,2024-04-15,2024-04
