Transaction_ID,Transaction_Type
TXN01397,Credit
TXN01398,Refund
TXN01399,Credit
TXN01400,Debit
TXN01401,Debit
TXN01402,Debit
TXN01403,Refund
TXN01404,Credit
TXN01405,Refund
TXN01406,Refund
TXN01407,Credit
TXN01408,Debit
TXN01409,Credit
TXN01410,Credit
TXN01411,Credit
TXN01412,Refund
TXN01413,Credit
TXN01414,Debit
TXN01415,Credit
TXN01416,Debit
TXN01417,Debit
TXN01418,Debit
TXN01419,Refund
TXN01420,Refund
TXN01421,Refund
TXN01422,Credit
TXN01423,Refund
TXN01424,Credit
TXN01425,Debit
TXN01426,Credit
TXN01427,Debit
TXN01428,Credit
TXN01429,Refund
TXN01430,Debit
TXN01431,Credit
TXN01432,Credit
TXN01433,Refund
TXN01434,Refund
TXN01435,Refund
TXN01436,Credit
TXN01437,Refund
TXN01438,Credit
TXN01439,Refund
TXN01440,Credit
TXN01441,Debit
TXN01442,Refund
TXN01443,Debit
TXN01444,Credit
TXN01445,Debit
TXN01446,Refund
TXN01447,Refund
TXN01448,Credit
TXN01449,Refund
TXN01450,Debit
TXN01451,Refund
TXN01452,Debit
TXN01453,Refund
TXN01454,Credit
TXN01455,Refund
TXN01456,Credit
TXN01457,Refund
TXN01458,Credit
TXN01459,Debit
TXN01460,Debit
TXN01461,Debit
TXN01462,Debit
TXN01463,Credit
TXN01464,Credit
TXN01465,Debit
TXN01466,Debit
TXN01467,Debit
TXN01468,Refund
TXN01469,Debit
TXN01470,Credit
TXN01471,Credit
TXN01472,Credit
TXN01473,Refund
TXN01474,Refund
TXN01475,Refund
TXN01476,Refund
TXN01477,Credit
TXN01478,Refund
TXN01479,Refund
TXN01480,Refund
TXN01481,Debit
TXN01482,Credit
TXN01483,Refund
TXN01484,Debit
TXN01485,Credit
TXN01486,Refund
TXN01487,Credit
TXN01488,Credit
TXN01489,Debit
TXN01490,Refund
TXN01491,Credit
TXN01492,Debit
TXN01493,Credit
TXN01494,Credit
TXN01495,Debit
TXN01496,Credit
TXN01497,Debit
TXN01498,Refund
TXN01499,Credit
TXN01500,Refund
TXN01501,Refund
TXN01502,Credit
TXN01503,Debit
TXN01504,Credit
TXN01505,Credit
TXN01506,Debit
TXN01507,Debit
TXN01508,Credit
TXN01509,Debit
TXN01510,Refund
TXN01511,Debit
TXN01512,Refund
TXN01513,Refund
TXN01514,Refund
TXN01515,Debit
TXN01516,Debit
TXN01517,Credit
TXN01518,Debit
TXN01519,Debit
TXN01520,Refund
TXN01521,Debit
TXN01522,Debit
TXN01523,Refund
TXN01524,Debit
TXN01525,Refund
TXN01526,Debit
TXN01527,Debit
TXN01528,Credit
TXN01529,Debit
TXN01530,Refund
TXN01531,Debit
TXN01532,Credit
TXN01533,Debit
TXN01534,Debit
TXN01535,Refund
TXN01536,Credit
TXN01537,Debit
TXN01538,Debit
TXN01539,Refund
TXN01540,Debit
TXN01541,Debit
TXN01542,Debit
TXN01543,Credit
TXN01544,Debit
TXN01545,Refund
TXN01546,Credit
TXN01547,Debit
TXN01548,Debit
TXN01549,Credit
TXN01550,Debit
TXN01551,Debit
TXN01552,Refund
TXN01553,Credit
TXN01554,Refund
TXN01555,Debit
TXN01556,Refund
TXN01557,Debit
TXN01558,Credit
TXN01559,Credit
TXN01560,Credit
TXN01561,Refund
TXN01562,Refund
TXN01563,Debit
TXN01564,Credit
TXN01565,Refund
TXN01566,Debit
TXN01567,Refund
TXN01568,Debit
TXN01569,Refund
TXN01570,Refund
TXN01571,Refund
TXN01572,Credit
TXN01573,Credit
TXN01574,Refund
TXN01575,Debit
TXN01576,Debit
TXN01577,Credit
TXN01578,Credit
TXN01579,Credit
TXN01580,Refund
TXN01581,Debit
TXN01582,Credit
TXN01583,Refund
TXN01584,Credit
TXN01585,Debit
TXN01586,Debit
TXN01587,Credit
TXN01588,Refund
TXN01589,Debit
TXN01590,Debit
TXN01591,Debit
TXN01592,Credit
TXN01593,Refund
TXN01594,Refund
TXN01595,Refund
TXN01596,Refund
TXN01597,Refund
TXN01598,Credit
TXN01599,Credit
TXN01600,Refund
TXN01601,Refund
TXN01602,Credit
TXN01603,Credit
TXN01604,Refund
TXN01605,Refund
TXN01606,Credit
TXN01607,Debit
TXN01608,Refund
TXN01609,Debit
TXN01610,Refund
TXN01611,Refund
TXN01612,Refund
TXN01613,Refund
TXN01614,Debit
TXN01615,Credit
TXN01616,Credit
TXN01617,Debit
TXN01618,Credit
TXN01619,Credit
TXN01620,Credit
TXN01621,Credit
TXN01622,Credit
TXN01623,Refund
TXN01624,Debit
TXN01625,Credit
TXN01626,Credit
TXN01627,Credit
TXN01628,Refund
TXN01629,Credit
TXN01630,Credit
TXN01631,Debit
TXN01632,Refund
TXN01633,Credit
TXN01634,Debit
TXN01635,Debit
TXN01636,Debit
TXN01637,Debit
TXN01638,Credit
TXN01639,Debit
TXN01640,Refund
TXN01641,Refund
TXN01642,Credit
TXN01643,Debit
TXN01644,Refund
TXN01645,Debit
TXN01646,Refund
TXN01647,Refund
TXN01648,Refund
TXN01649,Credit
TXN01650,Refund
TXN01651,Debit
TXN01652,Credit
TXN01653,Credit
TXN01654,Refund
TXN01655,Credit
TXN01656,Refund
TXN01657,Debit
TXN01658,Credit
TXN01659,Refund
TXN01660,Credit
TXN01661,Credit
TXN01662,Debit
TXN01663,Refund
TXN01664,Refund
TXN01665,Debit
TXN01666,Debit
TXN01667,Refund
TXN01668,Credit
TXN01669,Debit
TXN01670,Debit
TXN01671,Credit
TXN01672,Refund
TXN01673,Credit
TXN01674,Debit
TXN01675,Credit
TXN01676,Refund
TXN01677,Debit
TXN01678,Credit
TXN01679,Refund
TXN01680,Refund
TXN01681,Refund
TXN01682,Refund
TXN01683,Refund
TXN01684,Refund
TXN01685,Debit
TXN01686,Refund
TXN01687,Refund
TXN01688,Refund
TXN01689,Credit
TXN01690,Debit
TXN01691,Debit
TXN01692,Credit
TXN01693,Refund
TXN01694,Credit
TXN01695,Credit
TXN01696,Credit
TXN01697,Debit
TXN01698,Debit
TXN01699,Debit
TXN01700,Refund
TXN01701,Refund
TXN01702,Credit
TXN01703,Debit
TXN01704,Debit
TXN01705,Refund
TXN01706,Refund
TXN01707,Debit
TXN01708,Debit
TXN01709,Refund
TXN01710,Refund
TXN01711,Debit
TXN01712,Credit
TXN01713,Credit
TXN01714,Credit
TXN01715,Credit
TXN01716,Debit
TXN01717,Credit
TXN01718,Credit
TXN01719,Refund
TXN01720,Credit
TXN01721,Refund
TXN01722,Refund
TXN01723,Debit
TXN01724,Debit
TXN01725,Debit
TXN01726,Debit
TXN01727,Refund
TXN01728,Debit
TXN01729,Refund
TXN01730,Debit
TXN01731,Credit
TXN01732,Credit
TXN01733,Refund
TXN01734,Credit
TXN01735,Credit
TXN01736,Refund
TXN01737,Credit
TXN01738,Credit
TXN01739,Credit
TXN01740,Debit
TXN01741,Refund
TXN01742,Debit
TXN01743,Credit
TXN01744,Credit
TXN01745,Debit
TXN01746,Credit
TXN01747,Refund
TXN01748,Refund
TXN01749,Refund
TXN01750,Credit
TXN01751,Refund
TXN01752,Refund
TXN01753,Credit
TXN01754,Debit
TXN01755,Debit
TXN01756,Credit
TXN01757,Refund
TXN01758,Debit
TXN01759,Debit
TXN01760,Debit
TXN01761,Credit
TXN01762,Debit
TXN01763,Debit
TXN01764,Credit
TXN01765,Credit
TXN01766,Credit
TXN01767,Debit
TXN01768,Debit
TXN01769,Credit
TXN01770,Refund
TXN01771,Credit
TXN01772,Debit
TXN01773,Debit
TXN01774,Credit
TXN01775,Refund
TXN01776,Refund
TXN01777,Debit
TXN01778,Refund
TXN01779,Refund
TXN01780,Refund
TXN01781,Credit
TXN01782,Debit
TXN01783,Credit
TXN01784,Refund
TXN01785,Debit
TXN01786,Credit
TXN01787,Debit
TXN01788,Credit
TXN01789,Debit
TXN01790,Credit
TXN01791,Refund
TXN01792,Credit
TXN01793,Refund
TXN01794,Credit
TXN01795,Refund
TXN01796,Refund
TXN01797,Credit
TXN01798,Credit
TXN01799,Debit
TXN01800,Credit
TXN01801,Debit
TXN01802,Credit
TXN01803,Debit
TXN01804,Refund
TXN01805,Credit
TXN01806,Refund
TXN01807,Credit
TXN01808,Debit
TXN01809,Credit
TXN01810,Debit
TXN01811,Debit
TXN01812,Credit
TXN01813,Refund
TXN01814,Credit
TXN01815,Refund
TXN01816,Debit
TXN01817,Credit
TXN01818,Credit
TXN01819,Refund
TXN01820,Credit
TXN01821,Debit
TXN01822,Credit
TXN01823,Debit
TXN01824,Debit
TXN01825,Refund
TXN01826,Refund
TXN01827,Debit
TXN01828,Refund
TXN01829,Refund
TXN01830,Debit
TXN01831,Credit
TXN01832,Credit
TXN01833,Refund
TXN01834,Refund
TXN01835,Debit
TXN01836,Debit
TXN01837,Debit
TXN01838,Debit
TXN01839,Credit
TXN01840,Debit
TXN01841,Debit
TXN01842,Refund
TXN01843,Debit
TXN01844,Refund
TXN01845,Debit
TXN01846,Debit
TXN01847,Refund
TXN01848,Credit
TXN01849,Credit
TXN01850,Refund
TXN01851,Refund
TXN01852,Credit
TXN01853,Refund
TXN01854,Refund
TXN01855,Refund
TXN01856,Refund
TXN01857,Refund
TXN01858,Credit
TXN01859,Refund
TXN01860,Credit
TXN01861,Debit
TXN01862,Credit
TXN01863,Debit
TXN01864,Credit
TXN01865,Credit
TXN01866,Refund
TXN01867,Credit
TXN01868,Credit
TXN01869,Refund
TXN01870,Debit
TXN01871,Credit
TXN01872,Refund
TXN01873,Debit
TXN01874,Credit
TXN01875,Credit
TXN01876,Credit
TXN01877,Debit
TXN01878,Debit
TXN01879,Credit
TXN01880,Credit
TXN01881,Debit
TXN01882,Refund
TXN01883,Debit
TXN01884,Refund
TXN01885,Refund
TXN01886,Refund
TXN01887,Credit
TXN01888,Credit
TXN01889,Refund
TXN01890,Refund
TXN01891,Refund
TXN01892,Debit
TXN01893,Credit
TXN01894,Refund
TXN01895,Refund
TXN01896,Debit
TXN01897,Credit
TXN01898,Refund
TXN01899,Credit
TXN01900,Refund
TXN01901,Debit
TXN01902,Debit
TXN01903,Credit
TXN01904,Debit
TXN01905,Credit
TXN01906,Refund
TXN01907,Debit
TXN01908,Refund
TXN01909,Refund
TXN01910,Debit
TXN01911,Debit
TXN01912,Debit
TXN01913,Refund
TXN01914,Credit
TXN01915,Credit
TXN01916,Refund
TXN01917,Refund
TXN01918,Refund
TXN01919,Debit
TXN01920,Credit
TXN01921,Credit
TXN01922,Credit
TXN01923,Credit
TXN01924,Credit
TXN01925,Credit
TXN01926,Refund
TXN01927,Refund
TXN01928,Debit
TXN01929,Refund
TXN01930,Refund
TXN01931,Credit
TXN01932,Debit
TXN01933,Credit
TXN01934,Debit
TXN01935,Refund
TXN01936,Refund
TXN01937,Credit
TXN01938,Credit
TXN01939,Credit
TXN01940,Refund
TXN01941,Refund
TXN01942,Refund
TXN01943,Debit
TXN01944,Credit
TXN01945,Debit
TXN01946,Refund
TXN01947,Refund
TXN01948,Debit
TXN01949,Credit
TXN01950,Credit
TXN01951,Refund
TXN01952,Refund
TXN01953,Refund
TXN01954,Credit
TXN01955,Debit
TXN01956,Refund
TXN01957,Refund
TXN01958,Debit
TXN01959,Credit
TXN01960,Refund
TXN01961,Credit
TXN01962,Refund
TXN01963,Credit
TXN01964,Debit
TXN01965,Refund
TXN01966,Refund
TXN01967,Refund
TXN01968,Refund
TXN01969,Refund
TXN01970,Debit
TXN01971,Refund
TXN01972,Refund
TXN01973,Credit
TXN01974,Refund
TXN01975,Credit
TXN01976,Debit
TXN01977,Credit
TXN01978,Credit
TXN01979,Debit
TXN01980,Debit
TXN01981,Credit
TXN01982,Credit
TXN01983,Debit
TXN01984,Debit
TXN01985,Debit
TXN01986,Debit
TXN01987,Debit
TXN01988,Credit
TXN01989,Debit
TXN01990,Refund
TXN01991,Refund
TXN01992,Refund
TXN01993,Refund
TXN01994,Debit
TXN01995,Refund
TXN01996,Credit
TXN01997,Refund
TXN01998,Debit
TXN01999,Refund
TXN02000,Credit
TXN02001,Debit
TXN02002,Debit
TXN02003,Debit
TXN02004,Refund
TXN02005,Refund
TXN02006,Debit
TXN02007,Refund
TXN02008,Credit
TXN02009,Debit
TXN02010,Credit
TXN02011,Credit
TXN02012,Refund
TXN02013,Refund
TXN02014,Debit
TXN02015,Credit
TXN02016,Refund
TXN02017,Credit
TXN02018,Refund
TXN02019,Credit
TXN02020,Debit
TXN02021,Refund
TXN02022,Debit
TXN02023,Credit
TXN02024,Credit
TXN02025,Debit
TXN02026,Credit
TXN02027,Refund
TXN02028,Refund
TXN02029,Credit
TXN02030,Credit
TXN02031,Credit
TXN02032,Credit
TXN02033,Refund
TXN02034,Refund
TXN02035,Credit
TXN02036,Debit
TXN02037,Debit
TXN02038,Refund
TXN02039,Debit
TXN02040,Credit
TXN02041,Debit
TXN02042,Refund
TXN02043,Credit
TXN02044,Credit
TXN02045,Refund
TXN02046,Debit
TXN02047,Refund
TXN02048,Refund
TXN02049,Debit
TXN02050,Credit
TXN02051,Debit
TXN02052,Debit
TXN02053,Credit
TXN02054,Credit
TXN02055,Refund
TXN02056,Debit
TXN02057,Credit
TXN02058,Debit
TXN02059,Debit
TXN02060,Credit
TXN02061,Credit
TXN02062,Debit
TXN02063,Credit
TXN02064,Debit
TXN02065,Credit
TXN02066,Refund
TXN02067,Credit
TXN02068,Debit
TXN02069,Credit
TXN02070,Debit
TXN02071,Credit
TXN02072,Debit
TXN02073,Debit
TXN02074,Credit
TXN02075,Debit
TXN02076,Refund
TXN02077,Refund
TXN02078,Credit
TXN02079,Debit
TXN02080,Debit
TXN02081,Debit
TXN02082,Credit
TXN02083,Credit
TXN02084,Refund
TXN02085,Debit
TXN02086,Refund
TXN02087,Credit
TXN02088,Credit
TXN02089,Refund
TXN02090,Debit
TXN02091,Debit
TXN02092,Debit
TXN02093,Credit
TXN02094,Debit
TXN02095,Debit
TXN02096,Refund
TXN02097,Refund
TXN02098,Refund
TXN02099,Refund
TXN02100,Credit
TXN02101,Debit
TXN02102,Credit
TXN02103,Debit
TXN02104,Credit
TXN02105,Debit
TXN02106,Debit
TXN02107,Debit
TXN02108,Credit
TXN02109,Refund
TXN02110,Refund
TXN02111,Credit
TXN02112,Debit
TXN02113,Debit
TXN02114,Credit
TXN02115,Refund
TXN02116,Refund
TXN02117,Debit
TXN02118,Refund
TXN02119,Refund
TXN02120,Refund
TXN02121,Debit
TXN02122,Refund
TXN02123,Debit
TXN02124,Credit
TXN02125,Credit
TXN02126,Debit
TXN02127,Refund
TXN02128,Credit
TXN02129,Debit
TXN02130,Refund
TXN02131,Credit
TXN02132,Debit
TXN02133,Refund
TXN02134,Refund
TXN02135,Debit
TXN02136,Refund
TXN02137,Credit
TXN02138,Debit
TXN02139,Refund
TXN02140,Refund
TXN02141,Refund
TXN02142,Refund
TXN02143,Refund
TXN02144,Debit
TXN02145,Credit
TXN02146,Credit
TXN02147,Debit
TXN02148,Refund
TXN02149,Credit
TXN02150,Credit
TXN02151,Credit
TXN02152,Refund
TXN02153,Debit
TXN02154,Credit
TXN02155,Debit
TXN02156,Credit
TXN02157,Debit
TXN02158,Refund
TXN02159,Refund
TXN02160,Refund
TXN02161,Debit
TXN02162,Refund
TXN02163,Refund
TXN02164,Credit
TXN02165,Debit
TXN02166,Debit
TXN02167,Credit
TXN02168,Refund
TXN02169,Credit
TXN02170,Refund
TXN02171,Debit
TXN02172,Refund
TXN02173,Credit
TXN02174,Refund
TXN02175,Credit
TXN02176,Refund
TXN02177,Debit
TXN02178,Debit
TXN02179,Debit
TXN02180,Refund
TXN02181,Credit
TXN02182,Debit
TXN02183,Credit
TXN02184,Debit
TXN02185,Debit
TXN02186,Debit
TXN02187,Debit
TXN02188,Credit
TXN02189,Credit
TXN02190,Refund
TXN02191,Credit
TXN02192,Refund
TXN02193,Credit
TXN02194,Credit
TXN02195,Debit
TXN02196,Refund
TXN02197,Debit
TXN02198,Credit
TXN02199,Credit
TXN02200,Debit
TXN02201,Refund
TXN02202,Credit
TXN02203,Credit
TXN02204,Debit
TXN02205,Credit
TXN02206,Credit
TXN02207,Credit
TXN02208,Refund
TXN02209,Credit
TXN02210,Credit
TXN02211,Credit
TXN02212,Debit
TXN02213,Credit
TXN02214,Refund
TXN02215,Credit
TXN02216,Credit
TXN02217,Refund
TXN02218,Credit
TXN02219,Debit
TXN02220,Refund
TXN02221,Credit
TXN02222,Debit
TXN02223,Credit
TXN02224,Refund
TXN02225,Debit
TXN02226,Refund
TXN02227,Credit
TXN02228,Credit
TXN02229,Debit
TXN02230,Debit
TXN02231,Credit
TXN02232,Refund
TXN02233,Credit
TXN02234,Credit
TXN02235,Credit
TXN02236,Refund
TXN02237,Refund
TXN02238,Credit
TXN02239,Debit
TXN02240,Refund
TXN02241,Credit
TXN02242,Credit
TXN02243,Credit
TXN02244,Debit
TXN02245,Refund
TXN02246,Credit
TXN02247,Refund
TXN02248,Credit
TXN02249,Credit
TXN02250,Refund
TXN02251,Debit
TXN02252,Debit
TXN02253,Refund
TXN02254,Refund
TXN02255,Credit
TXN02256,Credit
TXN02257,Refund
TXN02258,Refund
TXN02259,Refund
TXN02260,Debit
TXN02261,Debit
TXN02262,Debit
TXN02263,Refund
TXN02264,Refund
TXN02265,Credit
TXN02266,Debit
TXN02267,Debit
TXN02268,Debit
TXN02269,Debit
TXN02270,Refund
TXN02271,Credit
TXN02272,Credit
TXN02273,Credit
TXN02274,Refund
TXN02275,Debit
TXN02276,Refund
TXN02277,Debit
TXN02278,Refund
TXN02279,Credit
TXN02280,Credit
TXN02281,Credit
TXN02282,Credit
TXN02283,Debit
TXN02284,Refund
TXN02285,Debit
TXN02286,Refund
TXN02287,Credit
TXN02288,Credit
TXN02289,Credit
TXN02290,Refund
TXN02291,Credit
TXN02292,Debit
TXN02293,Debit
TXN02294,Debit
TXN02295,Refund
TXN02296,Debit
TXN02297,Credit
TXN02298,Refund
TXN02299,Credit
TXN02300,Refund
TXN02301,Debit
TXN02302,Credit
TXN02303,Credit
TXN02304,Refund
TXN02305,Credit
TXN02306,Debit
TXN02307,Refund
TXN02308,Credit
TXN02309,Refund
TXN02310,Credit
TXN02311,Debit
TXN02312,Debit
TXN02313,Debit
TXN02314,Debit
TXN02315,Credit
TXN02316,Debit
TXN02317,Refund
TXN02318,Credit
TXN02319,Debit
TXN02320,Refund
TXN02321,Credit
TXN02322,Refund
TXN02323,Credit
TXN02324,Refund
TXN02325,Debit
TXN02326,Refund
TXN02327,Refund
TXN02328,Credit
TXN02329,Credit
TXN02330,Debit
TXN02331,Refund
TXN02332,Refund
TXN02333,Refund
TXN02334,Refund
TXN02335,Debit
TXN02336,Credit
TXN02337,Refund
TXN02338,Debit
TXN02339,Debit
TXN02340,Debit
TXN02341,Debit
TXN02342,Debit
TXN02343,Credit
TXN02344,Debit
TXN02345,Credit
TXN02346,Refund
TXN02347,Refund
TXN02348,Credit
TXN02349,Credit
TXN02350,Refund
TXN02351,Debit
TXN02352,Refund
TXN02353,Debit
TXN02354,Debit
TXN02355,Credit
TXN02356,Credit
TXN02357,Refund
TXN02358,Refund
TXN02359,Credit
TXN02360,Refund
TXN02361,Credit
TXN02362,Credit
TXN02363,Refund
TXN02364,Debit
TXN02365,Debit
TXN02366,Credit
TXN02367,Refund
TXN02368,Debit
TXN02369,Credit
TXN02370,Credit
TXN02371,Refund
TXN02372,Refund
TXN02373,Credit
TXN02374,Debit
TXN02375,Refund
TXN02376,Refund
TXN02377,Refund
TXN02378,Debit
TXN02379,Debit
TXN02380,Credit
TXN02381,Refund
TXN02382,Debit
TXN02383,Debit
TXN02384,Refund
TXN02385,Debit
TXN02386,Credit
TXN02387,Debit
TXN02388,Debit
TXN02389,Credit
TXN02390,Refund
TXN02391,Debit
TXN02392,Credit
TXN02393,Refund
TXN02394,Credit
TXN02395,Debit
TXN02396,Credit
TXN02397,Debit
TXN02398,Refund
TXN02399,Refund
TXN02400,Credit
TXN02401,Debit
TXN02402,Refund
TXN02403,Credit
TXN02404,Refund
TXN02405,Refund
TXN02406,Debit
TXN02407,Refund
TXN02408,Refund
TXN02409,Debit
TXN02410,Refund
TXN02411,Refund
TXN02412,Debit
TXN02413,Debit
TXN02414,Refund
TXN02415,Refund
TXN02416,Refund
TXN02417,Refund
TXN02418,Credit
TXN02419,Refund
TXN02420,Debit
TXN02421,Debit
TXN02422,Debit
TXN02423,Debit
TXN02424,Refund
TXN02425,Refund
TXN02426,Credit
TXN02427,Refund
TXN02428,Debit
TXN02429,Refund
TXN02430,Credit
TXN02431,Refund
TXN02432,Refund
TXN02433,Debit
TXN02434,Credit
TXN02435,Refund
TXN02436,Refund
TXN02437,Credit
TXN02438,Refund
TXN02439,Credit
TXN02440,Credit
TXN02441,Debit
TXN02442,Refund
TXN02443,Credit
TXN02444,Credit
TXN02445,Credit
TXN02446,Debit
TXN02447,Refund
TXN02448,Debit
TXN02449,Debit
TXN02450,Credit
TXN02451,Credit
TXN02452,Credit
TXN02453,Credit
TXN02454,Debit
TXN02455,Credit
TXN02456,Refund
TXN02457,Debit
TXN02458,Credit
TXN02459,Refund
TXN02460,Credit
TXN02461,Refund
TXN02462,Credit
TXN02463,Credit
TXN02464,Debit
TXN02465,Credit
TXN02466,Refund
TXN02467,Refund
TXN02468,Debit
TXN02469,Credit
TXN02470,Debit
TXN02471,Credit
TXN02472,Debit
TXN02473,Credit
TXN02474,Credit
TXN02475,Debit
TXN02476,Debit
TXN02477,Debit
TXN02478,Debit
TXN02479,Credit
TXN02480,Credit
TXN02481,Refund
TXN02482,Credit
TXN02483,Debit
TXN02484,Debit
TXN02485,Credit
TXN02486,Refund
TXN02487,Refund
TXN02488,Credit
TXN02489,Debit
TXN02490,Debit
TXN02491,Credit
TXN02492,Refund
TXN02493,Credit
TXN02494,Credit
TXN02495,Credit
TXN02496,Credit
TXN02497,Debit
TXN02498,Debit
TXN02499,Credit
TXN02500,Refund
TXN02501,Credit
TXN02502,Debit
TXN02503,Debit
TXN02504,Refund
TXN02505,Credit
TXN02506,Debit
TXN02507,Debit
TXN02508,Credit
TXN02509,Credit
TXN02510,Refund
TXN02511,Refund
TXN02512,Refund
TXN02513,Credit
TXN02514,Credit
TXN02515,Refund
TXN02516,Debit
TXN02517,Debit
TXN02518,Credit
TXN02519,Debit
TXN02520,Credit
TXN02521,Refund
TXN02522,Credit
TXN02523,Credit
TXN02524,Credit
TXN02525,Debit
TXN02526,Credit
TXN02527,Debit
TXN02528,Refund
TXN02529,Refund
TXN02530,Debit
TXN02531,Credit
TXN02532,Refund
TXN02533,Credit
TXN02534,Debit
TXN02535,Credit
TXN02536,Refund
TXN02537,Credit
TXN02538,Refund
TXN02539,Credit
TXN02540,Refund
TXN02541,Refund
TXN02542,Refund
TXN02543,Debit
TXN02544,Debit
TXN02545,Debit
TXN02546,Credit
TXN02547,Credit
TXN02548,Credit
TXN02549,Refund
TXN02550,Credit
TXN02551,Debit
TXN02552,Debit
TXN02553,Refund
TXN02554,Refund
TXN02555,Credit
TXN02556,Refund
TXN02557,Debit
TXN02558,Debit
TXN02559,Debit
TXN02560,Debit
TXN02561,Refund
TXN02562,Credit
TXN02563,Credit
TXN02564,Refund
TXN02565,Credit
TXN02566,Debit
TXN02567,Refund
TXN02568,Refund
TXN02569,Debit
TXN02570,Credit
TXN02571,Refund
TXN02572,Credit
TXN02573,Debit
TXN02574,Credit
TXN02575,Refund
TXN02576,Refund
TXN02577,Credit
TXN02578,Refund
TXN02579,Credit
TXN02580,Refund
TXN02581,Refund
TXN02582,Refund
TXN02583,Credit
TXN02584,Refund
TXN02585,Refund
TXN02586,Credit
TXN02587,Credit
TXN02588,Debit
TXN02589,Credit
TXN02590,Credit
TXN02591,Refund
TXN02592,Debit
TXN02593,Credit
TXN02594,Refund
TXN02595,Credit
TXN02596,Refund
TXN02597,Refund
TXN02598,Refund
TXN02599,Debit
TXN02600,Refund
TXN02601,Credit
TXN02602,Credit
TXN02603,Refund
TXN02604,Refund
TXN02605,Refund
TXN02606,Debit
TXN02607,Refund
TXN02608,Debit
TXN02609,Refund
TXN02610,Credit
TXN02611,Debit
TXN02612,Refund
TXN02613,Refund
TXN02614,Refund
TXN02615,Refund
TXN02616,Credit
TXN02617,Debit
TXN02618,Refund
TXN02619,Debit
TXN02620,Debit
TXN02621,Refund
TXN02622,Refund
TXN02623,Debit
TXN02624,Debit
TXN02625,Debit
TXN02626,Credit
TXN02627,Credit
TXN02628,Credit
TXN02629,Debit
TXN02630,Credit
TXN02631,Refund
TXN02632,Debit
TXN02633,Credit
TXN02634,Refund
TXN02635,Refund
TXN02636,Credit
TXN02637,Refund
TXN02638,Refund
TXN02639,Debit
TXN02640,Refund
TXN02641,Debit
TXN02642,Refund
TXN02643,Debit
TXN02644,Refund
TXN02645,Credit
TXN02646,Refund
TXN02647,Credit
TXN02648,Refund
TXN02649,Credit
TXN02650,Credit
TXN02651,Debit
TXN02652,Credit
TXN02653,Refund
TXN02654,Credit
TXN02655,Refund
TXN02656,Credit
TXN02657,Refund
TXN02658,Refund
TXN02659,Refund
TXN02660,Refund
TXN02661,Refund
TXN02662,Credit
TXN02663,Refund
TXN02664,Credit
TXN02665,Debit
TXN02666,Debit
TXN02667,Credit
TXN02668,Refund
TXN02669,Credit
TXN02670,Debit
TXN02671,Credit
TXN02672,Credit
TXN02673,Refund
TXN02674,Debit
TXN02675,Refund
TXN02676,Refund
TXN02677,Credit
TXN02678,Credit
TXN02679,Credit
TXN02680,Credit
TXN02681,Refund
TXN02682,Refund
TXN02683,Credit
TXN02684,Credit
TXN02685,Debit
TXN02686,Refund
TXN02687,Refund
TXN02688,Refund
TXN02689,Credit
TXN02690,Credit
TXN02691,Credit
TXN02692,Debit
TXN02693,Credit
TXN02694,Debit
TXN02695,Credit
TXN02696,Refund
TXN02697,Debit
TXN02698,Credit
TXN02699,Credit
TXN02700,Refund
TXN02701,Credit
TXN02702,Refund
TXN02703,Credit
TXN02704,Debit
TXN02705,Debit
TXN02706,Refund
TXN02707,Credit
TXN02708,Refund
TXN02709,Refund
TXN02710,Credit
TXN02711,Debit
TXN02712,Debit
TXN02713,Refund
TXN02714,Refund
TXN02715,Refund
TXN02716,Debit
TXN02717,Debit
TXN02718,Debit
TXN02719,Refund
TXN02720,Refund
TXN02721,Debit
TXN02722,Refund
TXN02723,Debit
TXN02724,Debit
TXN02725,Debit
TXN02726,Credit
TXN02727,Credit
TXN02728,Refund
TXN02729,Credit
TXN02730,Debit
TXN02731,Refund
TXN02732,Debit
TXN02733,Debit
TXN02734,Refund
TXN02735,Debit
TXN02736,Credit
TXN02737,Refund
TXN02738,Credit
TXN02739,Credit
TXN02740,Refund
TXN02741,Debit
TXN02742,Credit
TXN02743,Credit
TXN02744,Credit
TXN02745,Refund
TXN02746,Debit
TXN02747,Debit
TXN02748,Refund
TXN02749,Refund
TXN02750,Debit
TXN02751,Refund
TXN02752,Refund
TXN02753,Refund
TXN02754,Debit
TXN02755,Debit
TXN02756,Credit
TXN02757,Debit
TXN02758,Debit
TXN02759,Credit
TXN02760,Credit
TXN02761,Debit
TXN02762,Refund
TXN02763,Credit
TXN02764,Debit
TXN02765,Debit
TXN02766,Credit
TXN02767,Refund
TXN02768,Refund
TXN02769,Debit
TXN02770,Credit
TXN02771,Credit
TXN02772,Credit
TXN02773,Refund
TXN02774,Refund
TXN02775,Refund
TXN02776,Credit
TXN02777,Debit
TXN02778,Refund
TXN02779,Credit
TXN02780,Credit
TXN02781,Debit
TXN02782,Debit
TXN02783,Credit
TXN02784,Debit
TXN02785,Refund
TXN02786,Credit
TXN02787,Refund
TXN02788,Credit
TXN02789,Refund
TXN02790,Debit
TXN02791,Debit
TXN02792,Refund
TXN02793,Credit
TXN02794,Credit
